,variable,value,entropy
0,0,0.0018251296208281777,img_img_entropy
1,0,0.0015199262168717317,img_img_entropy
2,0,0.0014916335962868678,img_img_entropy
3,0,0.0026917490954606843,img_img_entropy
4,0,0.0026015592904217993,img_img_entropy
5,0,0.0015913631117864316,img_img_entropy
6,0,0.0029978527081071025,img_img_entropy
7,0,0.002267443889360835,img_img_entropy
8,0,0.0017386675966554624,img_img_entropy
9,0,0.001412140395474828,img_img_entropy
10,0,0.001754903534956764,img_img_entropy
11,0,0.002105800619455007,img_img_entropy
12,0,0.004133156772137391,img_img_entropy
13,0,0.001620837643295966,img_img_entropy
14,0,0.0014693824058584519,img_img_entropy
15,0,0.0039009950719716443,img_img_entropy
16,0,0.0019774343723979685,img_img_entropy
17,0,0.0016840894573602531,img_img_entropy
18,0,0.004895198166325072,img_img_entropy
19,0,0.00557777592545771,img_img_entropy
20,0,0.0019092156535568071,img_img_entropy
21,0,0.0021204026589301326,img_img_entropy
22,0,0.003481807126247503,img_img_entropy
23,0,0.0036217570943312197,img_img_entropy
24,0,0.0023526368845823995,img_img_entropy
25,0,0.005673483887444354,img_img_entropy
26,0,0.0020831825134210347,img_img_entropy
27,0,0.002293737199033961,img_img_entropy
28,0,0.0013805533974016394,img_img_entropy
29,0,0.0035421356576851304,img_img_entropy
30,0,0.0024584494101671122,img_img_entropy
31,0,0.002647818565973793,img_img_entropy
32,1,0.0024348793914133497,img_img_entropy
33,1,0.0024279658697888267,img_img_entropy
34,1,0.002778285349186949,img_img_entropy
35,1,0.0020489234361258397,img_img_entropy
36,1,0.0014042654555195375,img_img_entropy
37,1,0.0015530510583157647,img_img_entropy
38,1,0.002190921822172492,img_img_entropy
39,1,0.002208384725898185,img_img_entropy
40,1,0.0015704112817663011,img_img_entropy
41,1,0.0020626379080134045,img_img_entropy
42,1,0.0022534891231254773,img_img_entropy
43,1,0.0014670816872027475,img_img_entropy
44,1,0.0022420547538479817,img_img_entropy
45,1,0.0016648894290745811,img_img_entropy
46,1,0.0027806440008425613,img_img_entropy
