,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,contains,Mean over
0,21.324825,46.337852,36.945995,45.562057,59.148964,65.79823,86.44443,63.57548,86.10959,94.78461,91.80092,89.34404,98.085144,105.1991,107.75875,111.51631,117.22792,92.47293,97.755585,102.54459,110.97065,129.74525,128.34677,133.85876,138.96622,141.98315,131.95349,137.10614,135.65434,141.16046,140.63522,134.69241,138.42299,136.92987,125.43971,101.74464,13.541582,both img and text,All tokens
1,18.384201,44.861397,38.413353,46.6995,59.837234,65.46026,85.479706,62.31542,85.0841,93.67038,90.58391,87.90518,96.507576,103.58981,106.1348,109.83512,115.078125,84.69761,90.35204,96.251595,106.16568,125.37566,124.473495,130.3181,135.71936,138.68513,128.3649,132.44507,131.26613,136.98622,135.7096,129.2544,132.68774,130.78699,118.96395,98.16469,12.912425,both img and text,All tokens
2,20.870079,46.078953,40.221954,49.08896,62.087917,67.60628,87.02887,62.88528,86.13817,94.68916,91.547554,88.56548,97.14972,103.87889,106.25102,109.82543,115.35876,92.25356,97.91817,103.07039,110.865074,129.77055,128.05304,133.36348,138.14848,140.95538,130.81114,135.99338,134.9569,141.22731,140.00679,133.2767,137.14734,135.18991,124.05771,101.044304,14.133773,both img and text,All tokens
3,22.46983,46.106934,39.11045,47.836536,60.83755,66.6639,86.69462,63.3778,86.880104,95.42982,92.0541,89.181366,98.14048,105.026924,107.4818,110.761505,116.00475,91.38199,97.1124,102.5217,110.83411,130.24207,128.52176,133.86438,138.92207,141.2936,131.45631,135.76021,134.63641,140.25676,139.4347,132.99806,136.87567,134.4973,122.59924,97.960815,12.277142,both img and text,All tokens
4,20.873194,46.20149,38.99574,47.5845,60.96756,67.080986,87.37446,63.71548,87.05307,95.93245,92.64771,89.6628,98.00403,105.007645,107.732086,111.27792,116.68578,96.230995,101.58194,106.43133,114.16341,132.71648,130.65092,135.31425,139.91724,142.92511,132.53517,137.71367,136.25699,141.87596,141.39963,135.07426,138.64719,136.48125,125.42045,100.5086,14.342766,both img and text,All tokens
5,20.19939,44.93275,38.446774,46.782112,60.012478,66.18888,85.98956,63.14375,86.63548,95.51691,92.55644,89.7306,98.73708,105.97096,108.79657,112.33383,117.65661,73.64009,80.094666,86.94715,98.384315,118.46564,119.0363,126.56855,134.04291,138.56285,129.23444,134.38658,133.24863,138.91858,138.36954,132.0665,135.8012,134.19884,122.85837,101.42314,13.647146,both img and text,All tokens
6,20.855371,44.332237,38.000484,46.375607,59.286877,65.3502,84.82493,62.906544,86.07744,94.51206,91.31077,88.64868,97.68635,104.97186,107.8029,111.21893,116.809265,84.56436,90.27159,96.28735,106.58654,125.51522,124.099304,130.07431,135.54494,138.77318,128.5527,133.51326,132.0323,137.31682,135.88579,129.06946,132.82594,131.34302,120.63126,98.22972,13.761785,both img and text,All tokens
7,20.465729,44.43814,37.90319,46.520267,59.481297,65.29578,85.166626,62.603687,85.45125,93.943054,91.028114,88.29827,97.26895,104.41358,106.892586,110.31075,115.34412,73.57421,79.66817,86.53792,97.69571,117.489655,118.76484,126.372986,132.75874,136.26724,127.694214,132.57921,131.58318,137.77507,136.79178,130.16924,133.76701,131.6207,119.36433,95.78116,12.96393,both img and text,All tokens
8,20.764105,45.2671,40.159515,49.00538,62.08848,67.42923,87.50846,64.061066,88.010124,96.7511,93.295586,90.36342,99.62496,106.6207,109.06828,112.47679,117.7143,66.99184,73.78441,81.65258,94.78488,114.74842,116.424576,125.13354,133.20433,138.09123,129.88719,135.52988,134.18015,140.35342,139.6546,133.2361,137.23984,135.13887,123.45174,99.87153,14.469429,both img and text,All tokens
9,21.500402,45.075405,37.039406,45.40522,58.852013,65.39259,85.63787,62.609447,85.52316,94.48394,91.6574,88.908646,97.53452,104.484505,106.75515,109.99439,115.349785,70.0051,76.36821,83.65787,95.50492,116.24978,117.88242,126.30532,133.2159,137.26039,128.9182,134.24261,132.97873,138.6655,137.9579,131.11519,134.53976,131.2287,119.70014,95.10601,12.5057955,both img and text,All tokens
