,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer,chain
0,0.6020066889632107,0.5877983099637849,0.48819599410512515,0.39593908629441626,0.5131578947368421,0.32231404958677684,sentence_text,0,VH
1,0.6488294314381271,0.7080508868047173,0.6368217860185963,0.5849802371541502,0.5606060606060606,0.6115702479338843,sentence_text,1,VH
2,0.6354515050167224,0.7139474417308943,0.6361772775612657,0.5551020408163265,0.5483870967741935,0.5619834710743802,sentence_text,2,VH
3,0.6421404682274248,0.7170117931098524,0.6300345544585021,0.5596707818930041,0.5573770491803278,0.5619834710743802,sentence_text,3,VH
4,0.6254180602006689,0.701597177082366,0.6075555147668914,0.5409836065573771,0.5365853658536586,0.5454545454545454,sentence_text,4,VH
5,0.6120401337792643,0.7002971492246263,0.5995756289391988,0.532258064516129,0.5196850393700787,0.5454545454545454,sentence_text,5,VH
6,0.6488294314381271,0.7128795617048937,0.6168685023457192,0.5643153526970954,0.5666666666666667,0.5619834710743802,sentence_text,6,VH
7,0.6521739130434783,0.7068901476460211,0.6168717151303095,0.5555555555555556,0.5752212389380531,0.5371900826446281,sentence_text,7,VH
8,0.6454849498327759,0.7046615284613241,0.6147330100643293,0.5583333333333333,0.5630252100840336,0.5537190082644629,sentence_text,8,VH
9,0.6287625418060201,0.7029900640728016,0.6143897808203039,0.5276595744680851,0.543859649122807,0.512396694214876,sentence_text,9,VH
10,0.6454849498327759,0.7126938434395023,0.6212451391592754,0.5431034482758621,0.5675675675675675,0.5206611570247934,sentence_text,10,VH
11,0.6688963210702341,0.7142724486953292,0.6086593324527695,0.5822784810126582,0.5948275862068966,0.5702479338842975,sentence_text,11,VH
12,0.6755852842809364,0.7049865354257592,0.5917732443255319,0.5907172995780591,0.603448275862069,0.5785123966942148,sentence_text,12,VH
13,0.6488294314381271,0.6942613055994057,0.577837880964934,0.5454545454545454,0.5727272727272728,0.5206611570247934,sentence_text,13,VH
14,0.6555183946488294,0.700715015321757,0.5955821913107713,0.5502183406113537,0.5833333333333334,0.5206611570247934,sentence_text,14,VH
15,0.6789297658862876,0.7089330485653264,0.5830678889014984,0.5862068965517241,0.6126126126126126,0.5619834710743802,sentence_text,15,VH
16,0.6688963210702341,0.696304206518711,0.5814392221080203,0.5676855895196506,0.6018518518518519,0.5371900826446281,sentence_text,16,VH
17,0.6588628762541806,0.6959791995542761,0.5786591663383985,0.5641025641025641,0.584070796460177,0.5454545454545454,sentence_text,17,VH
18,0.6521739130434783,0.6899897854954035,0.5598681474962923,0.559322033898305,0.5739130434782609,0.5454545454545454,sentence_text,18,VH
19,0.6387959866220736,0.6777323799795709,0.560077450538088,0.55,0.5546218487394958,0.5454545454545454,sentence_text,19,VH
20,0.6454849498327759,0.6763859225554834,0.5824629312847935,0.5691056910569106,0.56,0.5785123966942148,sentence_text,20,VH
21,0.6354515050167224,0.6666821431887826,0.5645833495942953,0.5439330543933054,0.5508474576271186,0.5371900826446281,sentence_text,21,VH
22,0.6387959866220736,0.6703036493639151,0.5693470374080802,0.55,0.5546218487394958,0.5454545454545454,sentence_text,22,VH
23,0.6153846153846154,0.6668214318878262,0.567112673756679,0.5306122448979592,0.5241935483870968,0.5371900826446281,sentence_text,23,VH
24,0.6254180602006689,0.664082087473303,0.5569612012008516,0.5371900826446281,0.5371900826446281,0.5371900826446281,sentence_text,24,VH
25,0.6521739130434783,0.6756430494939177,0.5533891344038849,0.5702479338842975,0.5702479338842975,0.5702479338842975,sentence_text,25,VH
26,0.6588628762541806,0.6905933698579255,0.5975299198423312,0.5785123966942148,0.5785123966942148,0.5785123966942148,sentence_text,26,VH
27,0.6488294314381271,0.6856718358250533,0.6005866776000275,0.5714285714285714,0.5645161290322581,0.5785123966942148,sentence_text,27,VH
28,0.6321070234113713,0.6684000371436531,0.5684232317716393,0.56,0.5426356589147286,0.5785123966942148,sentence_text,28,VH
29,0.6521739130434783,0.6751787538304392,0.5710792935395528,0.5666666666666667,0.5714285714285714,0.5619834710743802,sentence_text,29,VH
30,0.6153846153846154,0.6542854489739065,0.5546632913692042,0.5267489711934157,0.5245901639344263,0.5289256198347108,sentence_text,30,VH
31,0.6153846153846154,0.6647785309685206,0.5788807351783604,0.5147679324894515,0.5258620689655172,0.5041322314049587,sentence_text,31,VH
32,0.6120401337792643,0.6707215154610456,0.6028916540216812,0.532258064516129,0.5196850393700787,0.5454545454545454,sentence_text,32,VH
33,0.6053511705685619,0.6562819203268643,0.5295065792468762,0.528,0.5116279069767442,0.5454545454545454,sentence_text,33,VH
