,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer,chain
0,0.5637583892617449,0.5316804407713499,0.42439488681703097,0.19753086419753085,0.3902439024390244,0.1322314049586777,sentence_text,0,VL
1,0.587248322147651,0.606013914180324,0.4648392359633006,0.4721030042918455,0.49107142857142855,0.45454545454545453,sentence_text,1,VL
2,0.5771812080536913,0.608675351356399,0.46937800311953054,0.4661016949152542,0.4782608695652174,0.45454545454545453,sentence_text,2,VL
3,0.5704697986577181,0.6126908530606527,0.4828419224376598,0.4482758620689655,0.46846846846846846,0.4297520661157025,sentence_text,3,VL
4,0.5704697986577181,0.5997572022225335,0.4756623789110782,0.46218487394957986,0.4700854700854701,0.45454545454545453,sentence_text,4,VL
5,0.5805369127516778,0.5969556894056124,0.4780188021569867,0.48132780082987553,0.48333333333333334,0.4793388429752066,sentence_text,5,VL
6,0.5536912751677853,0.5976560676098426,0.4804240123391893,0.4340425531914894,0.4473684210526316,0.4214876033057851,sentence_text,6,VL
7,0.5637583892617449,0.6068076761451184,0.4942602561216095,0.4491525423728814,0.4608695652173913,0.4380165289256198,sentence_text,7,VL
8,0.5704697986577181,0.6116636316944484,0.5011660649880658,0.4482758620689655,0.46846846846846846,0.4297520661157025,sentence_text,8,VL
9,0.587248322147651,0.6166596628846244,0.5082807315890419,0.4721030042918455,0.49107142857142855,0.45454545454545453,sentence_text,9,VL
10,0.5939597315436241,0.628285941074847,0.5181590756315828,0.49372384937238495,0.5,0.48760330578512395,sentence_text,10,VL
11,0.6140939597315436,0.6333753560255871,0.5319321690206489,0.5106382978723404,0.5263157894736842,0.49586776859504134,sentence_text,11,VL
12,0.5805369127516778,0.6197413269832377,0.5229834137180267,0.46808510638297873,0.4824561403508772,0.45454545454545453,sentence_text,12,VL
13,0.5973154362416108,0.6242237474903114,0.5186481582284465,0.4915254237288136,0.5043478260869565,0.4793388429752066,sentence_text,13,VL
14,0.610738255033557,0.6228696829621329,0.5152949036814192,0.5284552845528455,0.52,0.5371900826446281,sentence_text,14,VL
15,0.6040268456375839,0.6199280945043656,0.5183967267161003,0.512396694214876,0.512396694214876,0.512396694214876,sentence_text,15,VL
16,0.6006711409395973,0.6236634449269273,0.5302346826480171,0.49361702127659574,0.5087719298245614,0.4793388429752066,sentence_text,16,VL
17,0.6040268456375839,0.6244105150114394,0.5222290147764583,0.49572649572649574,0.5132743362831859,0.4793388429752066,sentence_text,17,VL
18,0.610738255033557,0.6207685483494421,0.5205309733052211,0.5,0.5225225225225225,0.4793388429752066,sentence_text,18,VL
19,0.6073825503355704,0.6114301722930383,0.524750593722086,0.502127659574468,0.5175438596491229,0.48760330578512395,sentence_text,19,VL
20,0.5771812080536913,0.6014381099126862,0.5082396664738289,0.475,0.4789915966386555,0.47107438016528924,sentence_text,20,VL
21,0.587248322147651,0.6218891534762105,0.5361156562724426,0.4810126582278481,0.49137931034482757,0.47107438016528924,sentence_text,21,VL
22,0.5939597315436241,0.6091422701592193,0.5281837903560396,0.4979253112033195,0.5,0.49586776859504134,sentence_text,22,VL
23,0.5771812080536913,0.6120838586169866,0.5306580401788038,0.47058823529411764,0.47863247863247865,0.4628099173553719,sentence_text,23,VL
24,0.5805369127516778,0.6165662791240604,0.5284695177781273,0.43946188340807174,0.4803921568627451,0.4049586776859504,sentence_text,24,VL
25,0.5939597315436241,0.6018583368352244,0.5351753998653983,0.4669603524229075,0.5,0.4380165289256198,sentence_text,25,VL
26,0.5738255033557047,0.5891114535182331,0.513589355342103,0.4641350210970464,0.47413793103448276,0.45454545454545453,sentence_text,26,VL
27,0.5503355704697986,0.5819209039548023,0.4822008929539956,0.4322033898305085,0.4434782608695652,0.4214876033057851,sentence_text,27,VL
28,0.5771812080536913,0.603259093243685,0.5063410473539247,0.475,0.4789915966386555,0.47107438016528924,sentence_text,28,VL
29,0.5738255033557047,0.5940607928281272,0.4958136487103847,0.4686192468619247,0.4745762711864407,0.4628099173553719,sentence_text,29,VL
30,0.5805369127516778,0.578792547975907,0.4835843362516008,0.48132780082987553,0.48333333333333334,0.4793388429752066,sentence_text,30,VL
31,0.5604026845637584,0.5602558715039454,0.45885878821731807,0.47808764940239046,0.46153846153846156,0.49586776859504134,sentence_text,31,VL
32,0.5436241610738255,0.5704347014054256,0.448460753587588,0.4426229508196721,0.43902439024390244,0.4462809917355372,sentence_text,32,VL
33,0.5671140939597316,0.5941074847084092,0.4636007162394196,0.4266666666666667,0.46153846153846156,0.39669421487603307,sentence_text,33,VL
