,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Mean over
0,28.658834,52.800694,59.25022,65.435196,73.280556,76.36119,76.83341,81.52381,88.24717,90.453735,80.18137,78.81258,85.265816,87.40854,90.90779,92.81048,98.118774,103.83348,109.01338,107.49844,106.993095,110.40611,113.24588,116.2745,120.41396,127.32419,137.93199,136.80855,158.7293,All tokens
1,13.09971,35.32309,42.197765,49.287453,58.769062,63.52591,66.24856,74.48416,83.237465,86.32855,80.459045,79.94452,85.115715,86.96769,89.642624,92.53058,96.686714,102.05901,107.14222,105.653496,106.49454,110.33258,111.43913,113.79519,117.95991,124.2964,130.57924,121.54325,140.78772,All tokens
2,15.77708,37.03952,45.0205,53.298466,63.23948,68.82436,72.74435,81.176476,91.89548,97.95903,90.9671,92.09555,97.97099,99.351425,103.121475,105.02848,109.69563,115.50836,120.49098,118.58964,120.99683,125.65749,129.17787,133.90703,137.46147,142.46086,151.37694,138.9684,162.33801,All tokens
3,20.248205,36.32577,41.232563,46.40061,53.59698,57.60563,58.95068,68.21363,78.08211,83.27427,78.13578,79.89582,86.20329,87.79887,92.48352,95.515175,100.94423,109.22109,115.37053,113.28821,115.690704,118.45378,119.287445,121.02384,123.34159,127.481766,145.82462,152.23602,177.18834,All tokens
4,38.05905,57.27389,62.90526,67.06602,74.33992,76.6829,77.74443,84.352486,95.528015,97.42668,89.94076,91.53939,100.721085,103.13263,108.38657,113.102264,118.73963,129.0148,136.06856,130.80957,132.50117,135.41656,134.42754,135.42818,137.44278,146.5442,161.30597,168.08524,182.616,All tokens
5,25.787584,43.521812,48.64686,53.184643,61.074905,64.53925,65.69648,74.73373,85.65302,91.3613,86.16023,86.95039,95.20143,99.97546,106.39048,113.56569,123.108376,136.60365,146.42113,143.23035,145.46808,147.80495,147.77042,148.09851,154.037,163.17961,174.51025,175.08653,200.63683,All tokens
6,41.993984,61.407986,66.92511,71.15096,79.18774,81.89379,81.907265,86.82634,97.393654,98.94464,89.7686,91.5906,99.62002,103.58991,107.537926,110.271,116.67143,124.948524,131.24104,127.91592,128.60164,131.79303,132.16263,131.6642,137.8705,143.91518,163.23323,172.44853,191.14278,All tokens
7,36.8283,58.000607,64.32284,70.7536,80.05728,83.6976,85.927315,92.128845,103.02681,109.39278,95.85299,96.55333,106.415955,109.3849,115.43117,116.64797,123.14195,130.17421,134.78667,131.28993,133.53995,138.481,140.98994,146.91377,154.09497,165.28343,184.29881,178.941,210.25949,All tokens
8,14.100808,29.765303,34.48026,39.886467,46.388424,50.556335,52.581696,60.652637,69.99612,74.12976,69.447624,69.57664,74.78627,76.814865,79.942,83.49371,88.60646,93.90754,99.06045,99.55539,101.493484,105.9929,106.52659,110.22073,109.46034,115.156334,123.724174,125.19781,152.02428,All tokens
9,11.769346,34.016766,40.834393,48.442593,57.414932,62.376957,65.70364,71.87498,80.38307,85.48846,80.254005,80.76586,85.42416,88.59311,91.909225,93.304214,97.69105,103.38331,108.59635,106.95071,108.868286,113.46981,114.025,116.8944,120.77664,124.81591,129.35637,115.5045,136.97714,All tokens
