,accuracy,auroc,auprc,f1,precision,recall,embedding_level
0,0.8805970149253731,0.9563279857397504,0.9649208502807443,0.875,0.9032258064516129,0.8484848484848485,sentence_all
1,0.8805970149253731,0.9581105169340463,0.9664950336731095,0.875,0.9032258064516129,0.8484848484848485,sentence_all
2,0.8955223880597015,0.9572192513368984,0.9657067707095219,0.8923076923076924,0.90625,0.8787878787878788,sentence_all
3,0.8955223880597015,0.9616755793226381,0.9695845367626127,0.8955223880597015,0.8823529411764706,0.9090909090909091,sentence_all
4,0.9104477611940298,0.9598930481283422,0.9677970349751108,0.9090909090909091,0.9090909090909091,0.9090909090909091,sentence_all
5,0.8805970149253731,0.9581105169340464,0.9657051346848418,0.8787878787878788,0.8787878787878788,0.8787878787878788,sentence_all
6,0.8805970149253731,0.9607843137254902,0.9655308619323615,0.8787878787878788,0.8787878787878788,0.8787878787878788,sentence_all
7,0.8656716417910447,0.9625668449197862,0.9673794812128846,0.8656716417910447,0.8529411764705882,0.8787878787878788,sentence_all
8,0.8955223880597015,0.964349376114082,0.9704392696721665,0.8955223880597015,0.8823529411764706,0.9090909090909091,sentence_all
9,0.8656716417910447,0.9554367201426025,0.9604091617757595,0.8695652173913043,0.8333333333333334,0.9090909090909091,sentence_all
10,0.8507462686567164,0.9563279857397504,0.9593701102599479,0.8529411764705882,0.8285714285714286,0.8787878787878788,sentence_all
11,0.8507462686567164,0.9625668449197861,0.9645625164202793,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_all
12,0.8507462686567164,0.9447415329768271,0.95370235804765,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_all
13,0.8507462686567164,0.9385026737967914,0.9483978074963999,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_all
14,0.8507462686567164,0.9295900178253119,0.9445070226730259,0.84375,0.8709677419354839,0.8181818181818182,sentence_all
15,0.8656716417910447,0.9411764705882353,0.9468516359935575,0.8615384615384616,0.875,0.8484848484848485,sentence_all
16,0.8208955223880597,0.9411764705882353,0.9480310942510809,0.8181818181818182,0.8181818181818182,0.8181818181818182,sentence_all
17,0.835820895522388,0.9420677361853833,0.9498422094292425,0.8307692307692308,0.84375,0.8181818181818182,sentence_all
18,0.8507462686567164,0.9483065953654188,0.9560916301030861,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_all
19,0.8507462686567164,0.9483065953654188,0.9562313529541009,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_all
20,0.8805970149253731,0.9518716577540107,0.9605508617685079,0.875,0.9032258064516129,0.8484848484848485,sentence_all
21,0.8805970149253731,0.9590017825311943,0.9651803963387541,0.875,0.9032258064516129,0.8484848484848485,sentence_all
22,0.8805970149253731,0.9572192513368983,0.9630810916178385,0.875,0.9032258064516129,0.8484848484848485,sentence_all
23,0.8955223880597015,0.964349376114082,0.9692904621083864,0.8923076923076924,0.90625,0.8787878787878788,sentence_all
24,0.8805970149253731,0.9536541889483066,0.9618677629676593,0.875,0.9032258064516129,0.8484848484848485,sentence_all
25,0.8656716417910447,0.9545454545454546,0.9622484349862914,0.8571428571428571,0.9,0.8181818181818182,sentence_all
26,0.8656716417910447,0.9572192513368984,0.9649015390115818,0.8571428571428571,0.9,0.8181818181818182,sentence_all
27,0.8656716417910447,0.9581105169340464,0.965393359177315,0.8571428571428571,0.9,0.8181818181818182,sentence_all
28,0.8656716417910447,0.9572192513368984,0.9647285242739787,0.8571428571428571,0.9,0.8181818181818182,sentence_all
29,0.8656716417910447,0.9483065953654188,0.9580834432269838,0.8571428571428571,0.9,0.8181818181818182,sentence_all
30,0.8805970149253731,0.9581105169340464,0.9644318229908171,0.8709677419354839,0.9310344827586207,0.8181818181818182,sentence_all
31,0.8805970149253731,0.9581105169340465,0.9635403376764606,0.8709677419354839,0.9310344827586207,0.8181818181818182,sentence_all
32,0.8805970149253731,0.946524064171123,0.9548188303916729,0.8709677419354839,0.9310344827586207,0.8181818181818182,sentence_all
0,0.8955223880597015,0.9598930481283423,0.9686222168347755,0.8923076923076924,0.90625,0.8787878787878788,sentence_img
1,0.8955223880597015,0.9590017825311943,0.9678119753828227,0.8923076923076924,0.90625,0.8787878787878788,sentence_img
2,0.8955223880597015,0.9581105169340464,0.9667517027889367,0.8923076923076924,0.90625,0.8787878787878788,sentence_img
3,0.9104477611940298,0.9625668449197861,0.9706294688420275,0.9090909090909091,0.9090909090909091,0.9090909090909091,sentence_img
4,0.9104477611940298,0.9616755793226381,0.9699242181367768,0.9090909090909091,0.9090909090909091,0.9090909090909091,sentence_img
5,0.8955223880597015,0.9625668449197862,0.9689607898700869,0.8923076923076924,0.90625,0.8787878787878788,sentence_img
6,0.9104477611940298,0.9661319073083778,0.9707104444108101,0.9090909090909091,0.9090909090909091,0.9090909090909091,sentence_img
7,0.8656716417910447,0.96524064171123,0.9695618854360047,0.8656716417910447,0.8529411764705882,0.8787878787878788,sentence_img
8,0.8955223880597015,0.9688057040998218,0.9739647670892895,0.8955223880597015,0.8823529411764706,0.9090909090909091,sentence_img
9,0.8656716417910447,0.9572192513368984,0.9621179330585674,0.8695652173913043,0.8333333333333334,0.9090909090909091,sentence_img
10,0.8507462686567164,0.9581105169340464,0.9611725898249667,0.8529411764705882,0.8285714285714286,0.8787878787878788,sentence_img
11,0.8507462686567164,0.964349376114082,0.9666834898207446,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_img
12,0.8507462686567164,0.948306595365419,0.9564186488505746,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_img
13,0.835820895522388,0.9411764705882353,0.9505912777120356,0.8307692307692308,0.84375,0.8181818181818182,sentence_img
14,0.8507462686567164,0.9304812834224598,0.9450516808912799,0.84375,0.8709677419354839,0.8181818181818182,sentence_img
15,0.8805970149253731,0.9420677361853833,0.9480563195716362,0.875,0.9032258064516129,0.8484848484848485,sentence_img
16,0.8208955223880597,0.9402852049910873,0.9481161121646318,0.8181818181818182,0.8181818181818182,0.8181818181818182,sentence_img
17,0.8208955223880597,0.9402852049910873,0.9486658556310419,0.8181818181818182,0.8181818181818182,0.8181818181818182,sentence_img
18,0.8507462686567164,0.9474153297682709,0.9557186029844329,0.8484848484848485,0.8484848484848485,0.8484848484848485,sentence_img
19,0.8656716417910447,0.9491978609625669,0.9570417976118447,0.8615384615384616,0.875,0.8484848484848485,sentence_img
20,0.8805970149253731,0.9500891265597149,0.9590341317784163,0.875,0.9032258064516129,0.8484848484848485,sentence_img
21,0.8805970149253731,0.9500891265597149,0.9584571392367089,0.875,0.9032258064516129,0.8484848484848485,sentence_img
22,0.8805970149253731,0.9536541889483066,0.9605785425307429,0.875,0.9032258064516129,0.8484848484848485,sentence_img
23,0.8805970149253731,0.9572192513368984,0.9638580665321921,0.875,0.9032258064516129,0.8484848484848485,sentence_img
24,0.8805970149253731,0.947415329768271,0.9566891037186736,0.875,0.9032258064516129,0.8484848484848485,sentence_img
25,0.8656716417910447,0.9483065953654188,0.9578719597539583,0.8571428571428571,0.9,0.8181818181818182,sentence_img
26,0.8656716417910447,0.9518716577540107,0.9601172487659232,0.8571428571428571,0.9,0.8181818181818182,sentence_img
27,0.8805970149253731,0.9483065953654188,0.9568917840048584,0.8709677419354839,0.9310344827586207,0.8181818181818182,sentence_img
28,0.8656716417910447,0.9509803921568627,0.9609011907378424,0.8571428571428571,0.9,0.8181818181818182,sentence_img
29,0.8507462686567164,0.9420677361853833,0.9537393251932258,0.84375,0.8709677419354839,0.8181818181818182,sentence_img
30,0.8805970149253731,0.9500891265597148,0.9593449593942898,0.8709677419354839,0.9310344827586207,0.8181818181818182,sentence_img
31,0.8805970149253731,0.9491978609625669,0.9565927534127647,0.8709677419354839,0.9310344827586207,0.8181818181818182,sentence_img
