,accuracy,auroc_macro,auprc_macro,f1_macro,precision_macro,recall_macro,auroc_micro,auprc_micro,f1_micro,precision_micro,recall_micro,embedding_level
0,0.43902439024390244,0.7814814814814816,0.7044142043784895,0.3790766306522609,0.6952380952380953,0.43298059964726626,0.7317816775728733,0.502597372454399,0.43902439024390244,0.43902439024390244,0.43902439024390244,sentence_text
1,0.8658536585365854,0.7835297418630752,0.7197685917476958,0.8659863945578231,0.8776655443322111,0.8668430335097002,0.874330755502677,0.8168837308244716,0.8658536585365854,0.8658536585365854,0.8658536585365854,sentence_text
2,0.8414634146341463,0.86333974667308,0.7541223869744692,0.84125,0.8651141259836912,0.8430335097001764,0.8942593694229625,0.8426353606793613,0.8414634146341463,0.8414634146341463,0.8414634146341463,sentence_text
3,0.9024390243902439,0.9514269680936348,0.8643332062244254,0.9024655234144473,0.9111111111111111,0.9025573192239859,0.9529298036882808,0.9260342979426309,0.9024390243902439,0.9024390243902439,0.9024390243902439,sentence_text
4,0.9146341463414634,0.9518718935385602,0.8652792907884471,0.9145336100541912,0.9232480533926585,0.9144620811287477,0.9579119571683521,0.9331629564084152,0.9146341463414634,0.9146341463414634,0.9146341463414634,sentence_text
5,0.9146341463414634,0.957022607022607,0.8740926577273166,0.9145336100541912,0.9232480533926585,0.9144620811287477,0.9627453896490185,0.9387877904285007,0.9146341463414634,0.9146341463414634,0.9146341463414634,sentence_text
6,0.9146341463414634,0.9637485970819304,0.8847768978091018,0.9145336100541912,0.9232480533926585,0.9144620811287477,0.9727096966091613,0.9487699788746864,0.9146341463414634,0.9146341463414634,0.9146341463414634,sentence_text
7,0.9146341463414634,0.9679733846400514,0.8944618998676912,0.9145336100541912,0.9232480533926585,0.9144620811287477,0.980666270077335,0.9621151302465729,0.9146341463414634,0.9146341463414634,0.9146341463414634,sentence_text
8,0.9390243902439024,0.9909611992945327,0.9723016077308166,0.9386639901862385,0.9494949494949495,0.9382716049382717,0.9944973230220107,0.9881747796071734,0.9390243902439024,0.9390243902439024,0.9390243902439024,sentence_text
9,0.9512195121951219,0.9975749559082893,0.9944458842929672,0.9511111111111111,0.9583333333333334,0.9506172839506174,0.9972486615110053,0.9944525891373339,0.9512195121951219,0.9512195121951219,0.9512195121951219,sentence_text
10,0.975609756097561,1.0,1.0,0.975685234305924,0.9777777777777779,0.9753086419753086,0.9994051160023795,0.9988359305797381,0.975609756097561,0.975609756097561,0.975609756097561,sentence_text
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text
