,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer
0,0.1935483870967742,0.10833333333333334,0.3278617939102202,0.24242424242424243,0.2222222222222222,0.26666666666666666,sentence_all,0
1,0.16129032258064516,0.1,0.32593905216394903,0.1875,0.17647058823529413,0.2,sentence_all,1
2,0.22580645161290322,0.15416666666666665,0.33896454140427207,0.2,0.2,0.2,sentence_all,2
3,0.22580645161290322,0.14583333333333331,0.3362783387180694,0.2,0.2,0.2,sentence_all,3
4,0.25806451612903225,0.15833333333333333,0.3410682546844559,0.20689655172413793,0.21428571428571427,0.2,sentence_all,4
5,0.22580645161290322,0.14583333333333331,0.3362783387180694,0.2,0.2,0.2,sentence_all,5
6,0.22580645161290322,0.16249999999999998,0.34118059695366093,0.2,0.2,0.2,sentence_all,6
7,0.22580645161290322,0.16249999999999998,0.3411027880523227,0.2,0.2,0.2,sentence_all,7
8,0.1935483870967742,0.16249999999999998,0.3411027880523227,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,8
9,0.1935483870967742,0.16666666666666669,0.34297766208024555,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,9
10,0.1935483870967742,0.16666666666666669,0.34218401128659476,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,10
11,0.1935483870967742,0.15416666666666667,0.3388525601290566,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,11
12,0.1935483870967742,0.15416666666666667,0.33889509069790297,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,12
13,0.1935483870967742,0.15416666666666667,0.33882285127581835,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,13
14,0.1935483870967742,0.12916666666666665,0.3324694045276348,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,14
15,0.1935483870967742,0.11666666666666667,0.3295677691259994,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,15
16,0.1935483870967742,0.1125,0.32884025589848614,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,16
17,0.1935483870967742,0.10833333333333334,0.3281903356433027,0.13793103448275862,0.14285714285714285,0.13333333333333333,sentence_all,17
18,0.16129032258064516,0.1,0.3264220259802562,0.1875,0.17647058823529413,0.2,sentence_all,18
19,0.16129032258064516,0.08333333333333334,0.32296950708914085,0.1875,0.17647058823529413,0.2,sentence_all,19
20,0.16129032258064516,0.08333333333333334,0.32296950708914085,0.1875,0.17647058823529413,0.2,sentence_all,20
21,0.16129032258064516,0.07916666666666666,0.3218687744884082,0.1875,0.17647058823529413,0.2,sentence_all,21
22,0.1935483870967742,0.07083333333333333,0.3201672967958819,0.24242424242424243,0.2222222222222222,0.26666666666666666,sentence_all,22
23,0.12903225806451613,0.058333333333333334,0.31773270282810717,0.18181818181818182,0.16666666666666666,0.2,sentence_all,23
24,0.12903225806451613,0.05,0.31623198132738567,0.18181818181818182,0.16666666666666666,0.2,sentence_all,24
25,0.12903225806451613,0.04583333333333334,0.31580463090003524,0.18181818181818182,0.16666666666666666,0.2,sentence_all,25
26,0.12903225806451613,0.05,0.3164395515349559,0.18181818181818182,0.16666666666666666,0.2,sentence_all,26
27,0.12903225806451613,0.04583333333333334,0.31580463090003524,0.18181818181818182,0.16666666666666666,0.2,sentence_all,27
28,0.12903225806451613,0.04583333333333334,0.31580463090003524,0.18181818181818182,0.16666666666666666,0.2,sentence_all,28
29,0.16129032258064516,0.04583333333333334,0.31580463090003524,0.1875,0.17647058823529413,0.2,sentence_all,29
30,0.12903225806451613,0.04166666666666667,0.31501098010638445,0.18181818181818182,0.16666666666666666,0.2,sentence_all,30
31,0.16129032258064516,0.04166666666666667,0.31501098010638445,0.1875,0.17647058823529413,0.2,sentence_all,31
32,0.12903225806451613,0.05416666666666667,0.316549441644846,0.12903225806451613,0.125,0.13333333333333333,sentence_all,32
0,0.16129032258064516,0.052083333333333336,0.3163041313995358,0.13333333333333333,0.13333333333333333,0.13333333333333333,sentence_img,0
1,0.16129032258064516,0.052083333333333336,0.31667043176583615,0.1875,0.17647058823529413,0.2,sentence_img,1
2,0.16129032258064516,0.056249999999999994,0.3178168694454546,0.1875,0.17647058823529413,0.2,sentence_img,2
3,0.12903225806451613,0.06041666666666667,0.31832799202314066,0.06896551724137931,0.07142857142857142,0.06666666666666667,sentence_img,3
4,0.12903225806451613,0.05625,0.3175926979054936,0.12903225806451613,0.125,0.13333333333333333,sentence_img,4
