,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer,k
0,0.7,0.72,0.7783333333333333,0.7272727272727273,0.6666666666666666,0.8,sentence_all,0,0
1,0.7,0.76,0.8083333333333333,0.7272727272727273,0.6666666666666666,0.8,sentence_all,7,0
2,0.6,0.68,0.7116666666666667,0.6666666666666666,0.5714285714285714,0.8,sentence_all,14,0
3,0.8,0.9600000000000001,0.9666666666666666,0.8333333333333334,0.7142857142857143,1.0,sentence_all,21,0
4,0.9,0.92,0.9266666666666665,0.9090909090909091,0.8333333333333334,1.0,sentence_all,28,0
0,0.7,0.76,0.8211111111111111,0.7272727272727273,0.6666666666666666,0.8,sentence_img,0,0
1,0.8,0.76,0.8211111111111111,0.8,0.8,0.8,sentence_img,7,0
2,0.6,0.76,0.7683333333333333,0.6666666666666666,0.5714285714285714,0.8,sentence_img,14,0
3,0.9,0.92,0.9266666666666665,0.9090909090909091,0.8333333333333334,1.0,sentence_img,21,0
4,0.9,0.92,0.9266666666666665,0.9090909090909091,0.8333333333333334,1.0,sentence_img,28,0
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,0
1,0.5,0.72,0.8253968253968254,0.5454545454545454,0.5,0.6,sentence_text,7,0
2,0.7,0.8,0.8261904761904761,0.7272727272727273,0.6666666666666666,0.8,sentence_text,14,0
3,0.8,0.9600000000000001,0.9666666666666666,0.8333333333333334,0.7142857142857143,1.0,sentence_text,21,0
4,0.9,1.0,1.0,0.9090909090909091,0.8333333333333334,1.0,sentence_text,28,0
0,0.5,0.6000000000000001,0.6726190476190477,0.4444444444444444,0.5,0.4,token_all,0,0
1,0.5,0.56,0.6392857142857142,0.4444444444444444,0.5,0.4,token_all,7,0
2,0.5,0.56,0.6392857142857142,0.4444444444444444,0.5,0.4,token_all,14,0
3,0.5,0.56,0.6392857142857142,0.4444444444444444,0.5,0.4,token_all,21,0
4,0.5,0.6,0.6592857142857143,0.4444444444444444,0.5,0.4,token_all,28,0
0,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,0,0
1,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,7,0
2,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,14,0
3,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,21,0
4,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,28,0
0,0.5,0.5,0.5,0.0,0.0,0.0,token_text,0,0
1,0.4,0.48,0.5059523809523809,0.25,0.3333333333333333,0.2,token_text,7,0
2,0.4,0.48,0.5059523809523809,0.25,0.3333333333333333,0.2,token_text,14,0
3,0.4,0.48,0.5059523809523809,0.25,0.3333333333333333,0.2,token_text,21,0
4,0.4,0.52,0.525952380952381,0.25,0.3333333333333333,0.2,token_text,28,0
0,0.7,0.8,0.7861904761904761,0.7692307692307693,0.625,1.0,sentence_all,0,1
1,0.7,0.8400000000000001,0.885,0.7692307692307693,0.625,1.0,sentence_all,7,1
2,0.6,0.72,0.8253968253968254,0.6,0.6,0.6,sentence_all,14,1
3,0.9,0.9600000000000001,0.9666666666666666,0.9090909090909091,0.8333333333333334,1.0,sentence_all,21,1
4,0.9,1.0,1.0,0.9090909090909091,0.8333333333333334,1.0,sentence_all,28,1
0,0.8,0.92,0.9266666666666665,0.8333333333333334,0.7142857142857143,1.0,sentence_img,0,1
1,0.8,0.9600000000000001,0.9666666666666666,0.8333333333333334,0.7142857142857143,1.0,sentence_img,7,1
2,0.8,0.76,0.7961904761904761,0.8333333333333334,0.7142857142857143,1.0,sentence_img,14,1
3,0.9,0.9600000000000001,0.9666666666666666,0.9090909090909091,0.8333333333333334,1.0,sentence_img,21,1
4,0.9,0.9600000000000001,0.9666666666666666,0.9090909090909091,0.8333333333333334,1.0,sentence_img,28,1
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,1
1,0.7,0.7200000000000001,0.7544444444444445,0.6666666666666666,0.75,0.6,sentence_text,7,1
2,0.6,0.56,0.6833333333333333,0.6,0.6,0.6,sentence_text,14,1
3,0.7,0.8,0.71,0.6666666666666666,0.75,0.6,sentence_text,21,1
4,0.9,0.9600000000000001,0.9666666666666666,0.9090909090909091,0.8333333333333334,1.0,sentence_text,28,1
0,0.6,0.44000000000000006,0.5333333333333333,0.5,0.6666666666666666,0.4,token_all,0,1
1,0.5,0.48,0.5533333333333333,0.2857142857142857,0.5,0.2,token_all,7,1
2,0.6,0.56,0.5976190476190476,0.5,0.6666666666666666,0.4,token_all,14,1
3,0.5,0.4800000000000001,0.5342857142857143,0.2857142857142857,0.5,0.2,token_all,21,1
