,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,Mean over
0,31.358492,78.0444,98.41252,104.914955,106.68844,103.94702,95.70109,97.591286,90.491356,92.92535,86.47576,88.821396,94.65291,101.42741,104.57745,110.5718,118.10398,110.59759,112.95449,122.41669,122.480515,126.2943,128.84557,108.43957,112.76446,118.32579,126.78534,138.2317,143.7714,148.13727,153.81482,156.68956,166.83644,169.99165,161.00888,163.20996,189.6779,All tokens
1,12.615566,32.66645,41.10874,45.175167,60.58526,69.391525,80.74554,18.250217,21.873802,26.121874,27.570503,27.001165,28.858282,30.955313,34.581997,36.640034,40.46325,34.27825,39.386806,46.42553,56.319733,64.21619,72.6364,78.765686,87.56556,92.983505,97.830765,100.90174,99.95748,99.60487,98.01001,92.86532,95.43923,90.80044,82.473816,55.669346,74.38914,All tokens
2,36.519882,87.03871,111.52626,117.68332,118.8251,115.91229,106.78025,107.39167,98.615364,102.019264,96.65311,98.04512,102.20404,113.316635,117.57591,125.48584,132.18987,119.574066,123.25992,134.02202,135.27328,140.27101,144.27548,130.2556,137.99908,140.89075,146.93773,157.32817,158.13474,161.46819,166.9415,176.4569,184.11385,190.34494,190.37698,184.90327,223.34286,All tokens
3,31.663637,67.42525,77.89268,81.02801,87.647194,88.49583,92.72943,81.14262,87.091515,93.435555,92.92042,90.05555,93.933105,96.672646,99.290565,104.74424,110.42364,82.235245,90.862495,103.366005,111.86248,122.67801,131.5293,132.18033,139.20477,140.43512,146.32097,152.13791,150.95001,151.15111,155.56319,157.23166,162.4472,165.41304,159.9723,131.00583,147.2865,All tokens
4,11.101229,29.786459,36.022514,37.759506,48.73222,56.931,64.8755,20.91425,24.250975,28.774208,29.651989,30.01911,32.160587,34.7683,37.953014,40.155495,43.677803,23.244501,26.633932,31.357798,38.852997,44.93158,52.100986,57.67069,68.39586,79.77548,87.17279,91.3339,91.51551,89.1715,88.95895,85.96563,88.35918,85.55775,77.59062,57.288864,88.61377,All tokens
5,17.776087,38.4545,45.17237,47.98645,57.97259,62.797333,70.53114,25.22529,29.084827,32.59868,32.848244,32.020725,33.997147,36.37927,39.446342,42.128857,45.784626,46.111713,51.766808,59.612217,67.88683,75.455574,83.087654,85.79388,91.06632,91.83169,95.49423,96.22736,93.750404,93.55989,94.43183,93.06498,95.77176,93.79901,89.512955,62.5475,70.73747,All tokens
6,9.770552,26.67007,32.741768,34.506683,46.678265,53.064896,63.24581,10.543543,12.386821,15.071773,15.782577,15.883551,17.30029,19.066278,21.47835,23.062725,25.777615,25.899837,29.808262,34.833466,43.388817,49.87733,57.307495,64.39019,74.720436,82.32823,87.039536,91.32933,90.813736,89.766464,90.92339,85.97014,88.66259,85.181984,74.780785,48.362305,52.967113,All tokens
7,12.221425,29.82411,34.783848,35.58951,42.691273,47.919796,53.78081,12.394125,13.837827,16.289976,16.928919,17.06272,18.674007,20.594158,22.998266,24.523046,27.076921,14.470543,16.604992,19.866974,25.28247,29.89368,35.26248,41.02586,51.736347,62.89803,69.38288,74.23039,76.11569,73.93896,74.46157,73.52528,77.088196,75.93997,70.73421,55.874123,65.42674,All tokens
8,30.099897,66.55544,77.22378,80.66625,88.30824,89.36326,94.86063,85.27765,92.510635,99.78589,98.80128,95.77682,99.69596,102.52483,105.18625,110.7028,116.01349,77.32436,86.19697,98.95862,109.22686,120.73864,130.18495,131.77959,139.33513,141.4001,147.49629,152.82516,150.09158,148.81966,151.71643,152.08322,157.02327,158.95357,151.90051,122.19892,139.5151,All tokens
9,20.761198,48.60269,57.834957,60.906433,71.70334,75.74121,82.50933,30.14287,34.38971,38.588207,39.57716,38.43244,40.483253,42.86334,46.481056,49.403137,53.612442,53.836754,60.084377,68.66973,78.221886,86.26852,94.63364,97.04032,102.41489,102.7115,106.67638,108.729454,103.56676,102.404396,101.62637,98.58437,101.0591,98.18407,91.91905,66.03876,78.33084,All tokens
0,35.231762,82.68866,104.20076,110.06171,108.29007,101.55143,89.3948,88.9894,78.68472,78.06617,72.06863,74.52288,79.67911,85.811516,88.60426,94.24088,101.49561,103.50375,104.07364,112.09412,110.52927,112.78786,113.51404,92.97351,95.618576,100.03978,107.6004,118.15186,123.92155,129.6792,136.26862,141.03712,152.24234,157.44968,152.2515,158.10196,186.9795,Img tokens
1,26.427414,43.53688,50.22104,50.982082,50.604225,47.810837,45.601482,45.88641,44.850147,43.068264,41.010056,41.37035,42.674866,43.55778,44.44118,47.104557,49.227875,49.975666,51.315094,53.55774,53.52819,55.75167,56.800686,55.14239,54.76205,51.291683,51.745857,53.47961,53.181232,53.005054,52.46048,53.000782,55.382473,57.126553,57.854618,55.23776,64.443115,Img tokens
2,40.508743,91.16977,116.516716,121.71015,119.15101,112.43609,99.89039,99.11389,87.69037,89.06913,84.21203,86.22541,90.1966,100.58369,104.49443,112.198074,118.94721,120.62804,122.23465,131.33507,129.83276,132.9348,134.88792,118.7709,124.44982,126.019684,131.39745,140.80034,141.96631,145.72842,151.34554,161.70697,169.60124,176.78351,180.24591,179.97075,220.48332,Img tokens
3,37.9437,72.113014,82.09828,83.50203,83.9929,79.37086,77.24082,79.42939,81.165955,83.198425,82.97802,81.26099,85.08532,86.97933,88.11333,93.87387,99.89673,96.04588,100.82503,109.64391,111.160194,118.61288,123.36671,120.33631,122.30513,120.05953,125.01329,128.45895,128.22046,131.14339,135.78073,139.70296,146.49355,149.86346,149.10378,132.1966,149.7823,Img tokens
