,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer
0,0.746031746031746,0.8261526832955405,0.8180452402382081,0.7333333333333333,0.7719298245614035,0.6984126984126984,sentence_all,0
1,0.746031746031746,0.8269085411942555,0.8197257958196515,0.7333333333333333,0.7719298245614035,0.6984126984126984,sentence_all,1
2,0.7777777777777778,0.8203577727387251,0.8091469681788006,0.7704918032786885,0.7966101694915254,0.746031746031746,sentence_all,2
3,0.746031746031746,0.8180901990425801,0.8150178895543292,0.7333333333333333,0.7719298245614035,0.6984126984126984,sentence_all,3
4,0.746031746031746,0.8148148148148148,0.8116121971645376,0.7333333333333333,0.7719298245614035,0.6984126984126984,sentence_all,4
5,0.753968253968254,0.8218694885361552,0.8176499960536425,0.743801652892562,0.7758620689655172,0.7142857142857143,sentence_all,5
6,0.746031746031746,0.8213655832703451,0.81890162512459,0.7333333333333333,0.7719298245614035,0.6984126984126984,sentence_all,6
7,0.7619047619047619,0.8216175359032503,0.818219369623659,0.7540983606557377,0.7796610169491526,0.7301587301587301,sentence_all,7
8,0.7619047619047619,0.8198538674729151,0.8135249442133801,0.7580645161290323,0.7704918032786885,0.746031746031746,sentence_all,8
9,0.746031746031746,0.8087679516250945,0.8037702038504091,0.746031746031746,0.746031746031746,0.746031746031746,sentence_all,9
10,0.7301587301587301,0.8095238095238095,0.8027521320299729,0.7301587301587301,0.7301587301587301,0.7301587301587301,sentence_all,10
11,0.7142857142857143,0.8072562358276645,0.8076177307396382,0.7142857142857143,0.7142857142857143,0.7142857142857143,sentence_all,11
12,0.753968253968254,0.8080120937263794,0.8028172489674872,0.752,0.7580645161290323,0.746031746031746,sentence_all,12
13,0.746031746031746,0.8107835726883346,0.8076206285921255,0.746031746031746,0.746031746031746,0.746031746031746,sentence_all,13
14,0.7222222222222222,0.8019652305366592,0.8038134986312175,0.7154471544715447,0.7333333333333333,0.6984126984126984,sentence_all,14
15,0.7698412698412699,0.8122952884857648,0.8146929068974629,0.7716535433070866,0.765625,0.7777777777777778,sentence_all,15
16,0.7301587301587301,0.8080120937263795,0.8108466265834469,0.7213114754098361,0.7457627118644068,0.6984126984126984,sentence_all,16
17,0.7380952380952381,0.8168304358780549,0.8251989026992104,0.7272727272727273,0.7586206896551724,0.6984126984126984,sentence_all,17
18,0.7380952380952381,0.8342151675485008,0.8428884007757316,0.7317073170731707,0.75,0.7142857142857143,sentence_all,18
19,0.7301587301587301,0.8354749307130259,0.8488240552911825,0.7213114754098361,0.7457627118644068,0.6984126984126984,sentence_all,19
20,0.8095238095238095,0.872008062484253,0.8812818967535121,0.8064516129032258,0.819672131147541,0.7936507936507936,sentence_all,20
21,0.8412698412698413,0.8946837994457041,0.9065616510735126,0.8360655737704918,0.864406779661017,0.8095238095238095,sentence_all,21
22,0.8571428571428571,0.9014865205341395,0.9143280884021843,0.85,0.8947368421052632,0.8095238095238095,sentence_all,22
23,0.873015873015873,0.9143361048122952,0.9265221697825148,0.8688524590163934,0.8983050847457628,0.8412698412698413,sentence_all,23
24,0.8809523809523809,0.9236583522297808,0.9334014994838724,0.8760330578512396,0.9137931034482759,0.8412698412698413,sentence_all,24
25,0.8888888888888888,0.9289493575207861,0.9408014352178797,0.8833333333333333,0.9298245614035088,0.8412698412698413,sentence_all,25
26,0.8968253968253969,0.9297052154195011,0.9415153201070319,0.8925619834710744,0.9310344827586207,0.8571428571428571,sentence_all,26
27,0.8968253968253969,0.9349962207105064,0.945613380989438,0.8943089430894309,0.9166666666666666,0.873015873015873,sentence_all,27
28,0.8888888888888888,0.9352481733434114,0.9443759606907824,0.8852459016393442,0.9152542372881356,0.8571428571428571,sentence_all,28
29,0.8968253968253969,0.9428067523305618,0.952611535369505,0.8925619834710744,0.9310344827586207,0.8571428571428571,sentence_all,29
30,0.8968253968253969,0.9491055681531871,0.9602128272193127,0.8943089430894309,0.9166666666666666,0.873015873015873,sentence_all,30
