,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer
0,0.7763157894736842,0.8926592797783933,0.9067745582554085,0.7848101265822784,0.7560975609756098,0.8157894736842105,sentence_all,0
1,0.8289473684210527,0.8940443213296398,0.9044923983940851,0.8354430379746836,0.8048780487804879,0.868421052631579,sentence_all,1
2,0.8026315789473685,0.8878116343490305,0.9075160515014176,0.810126582278481,0.7804878048780488,0.8421052631578947,sentence_all,2
3,0.7894736842105263,0.8933518005540165,0.915863520958218,0.8,0.7619047619047619,0.8421052631578947,sentence_all,3
4,0.7763157894736842,0.8912742382271468,0.9149520339689827,0.7901234567901234,0.7441860465116279,0.8421052631578947,sentence_all,4
5,0.7894736842105263,0.8885041551246536,0.9120166013636816,0.8048780487804879,0.75,0.868421052631579,sentence_all,5
6,0.7894736842105263,0.8836565096952907,0.9096859139433019,0.8048780487804879,0.75,0.868421052631579,sentence_all,6
7,0.75,0.8836565096952909,0.9090845233480718,0.759493670886076,0.7317073170731707,0.7894736842105263,sentence_all,7
8,0.7763157894736842,0.8829639889196675,0.908026183914141,0.7848101265822784,0.7560975609756098,0.8157894736842105,sentence_all,8
9,0.7894736842105263,0.8829639889196677,0.9088516845945178,0.7948717948717948,0.775,0.8157894736842105,sentence_all,9
10,0.75,0.8788088642659281,0.9060987384349007,0.7532467532467533,0.7435897435897436,0.7631578947368421,sentence_all,10
11,0.7763157894736842,0.8795013850415512,0.9065823396718063,0.7792207792207793,0.7692307692307693,0.7894736842105263,sentence_all,11
12,0.7763157894736842,0.8753462603878117,0.9023380304785258,0.7792207792207793,0.7692307692307693,0.7894736842105263,sentence_all,12
13,0.7631578947368421,0.8621883656509696,0.8931914578645155,0.7631578947368421,0.7631578947368421,0.7631578947368421,sentence_all,13
14,0.7763157894736842,0.866343490304709,0.8972057857653581,0.7792207792207793,0.7692307692307693,0.7894736842105263,sentence_all,14
15,0.7763157894736842,0.8767313019390581,0.9023916681164021,0.7733333333333333,0.7837837837837838,0.7631578947368421,sentence_all,15
16,0.8157894736842105,0.9009695290858726,0.9226700863590391,0.8157894736842105,0.8157894736842105,0.8157894736842105,sentence_all,16
17,0.868421052631579,0.9265927977839336,0.9402186041629008,0.868421052631579,0.868421052631579,0.868421052631579,sentence_all,17
18,0.9342105263157895,0.9785318559556787,0.9808667868579641,0.9333333333333333,0.9459459459459459,0.9210526315789473,sentence_all,18
19,0.9605263157894737,0.9965373961218836,0.9968012135602162,0.96,0.972972972972973,0.9473684210526315,sentence_all,19
20,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,20
21,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,21
22,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,22
23,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,23
24,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,24
25,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,25
26,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,26
27,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,27
28,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,28
29,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,29
30,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,sentence_all,30
