,accuracy,auroc,auprc,f1,precision,recall,embedding_level
0,0.8333333333333334,0.8765432098765432,0.8730870980870982,0.8235294117647058,0.875,0.7777777777777778,sentence_all
1,0.8333333333333334,0.8888888888888888,0.8829636412969746,0.8235294117647058,0.875,0.7777777777777778,sentence_all
2,0.7777777777777778,0.8518518518518519,0.851972101972102,0.75,0.8571428571428571,0.6666666666666666,sentence_all
3,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_all
4,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_all
5,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_all
6,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_all
7,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_all
8,0.7777777777777778,0.8641975308641976,0.860614077280744,0.75,0.8571428571428571,0.6666666666666666,sentence_all
9,0.7777777777777778,0.8641975308641976,0.860614077280744,0.75,0.8571428571428571,0.6666666666666666,sentence_all
10,0.7222222222222222,0.8765432098765433,0.8828362995029664,0.7058823529411765,0.75,0.6666666666666666,sentence_all
11,0.7222222222222222,0.8765432098765432,0.8845068511735179,0.7058823529411765,0.75,0.6666666666666666,sentence_all
12,0.7222222222222222,0.8518518518518519,0.8671075837742506,0.7058823529411765,0.75,0.6666666666666666,sentence_all
13,0.6666666666666666,0.8518518518518519,0.8671075837742506,0.625,0.7142857142857143,0.5555555555555556,sentence_all
14,0.6666666666666666,0.8024691358024691,0.8464217336766358,0.625,0.7142857142857143,0.5555555555555556,sentence_all
15,0.7222222222222222,0.7901234567901234,0.8331942204491225,0.7058823529411765,0.75,0.6666666666666666,sentence_all
16,0.7222222222222222,0.7654320987654322,0.8178182384064738,0.7058823529411765,0.75,0.6666666666666666,sentence_all
17,0.7222222222222222,0.7901234567901234,0.8377797583679938,0.7058823529411765,0.75,0.6666666666666666,sentence_all
18,0.7222222222222222,0.7654320987654322,0.8178182384064738,0.7058823529411765,0.75,0.6666666666666666,sentence_all
19,0.7222222222222222,0.8148148148148149,0.8456228956228957,0.7058823529411765,0.75,0.6666666666666666,sentence_all
20,0.6666666666666666,0.8024691358024691,0.8285714285714285,0.6666666666666666,0.6666666666666666,0.6666666666666666,sentence_all
21,0.7222222222222222,0.8024691358024691,0.8214285714285716,0.7058823529411765,0.75,0.6666666666666666,sentence_all
22,0.7222222222222222,0.8024691358024691,0.8243725410392078,0.7058823529411765,0.75,0.6666666666666666,sentence_all
23,0.6111111111111112,0.7777777777777778,0.8064713064713065,0.5882352941176471,0.625,0.5555555555555556,sentence_all
24,0.7222222222222222,0.7654320987654322,0.8027676027676027,0.7058823529411765,0.75,0.6666666666666666,sentence_all
25,0.7222222222222222,0.7654320987654322,0.7954323454323455,0.7058823529411765,0.75,0.6666666666666666,sentence_all
26,0.7222222222222222,0.7654320987654322,0.7954323454323455,0.7058823529411765,0.75,0.6666666666666666,sentence_all
27,0.7222222222222222,0.7654320987654322,0.7954323454323455,0.7058823529411765,0.75,0.6666666666666666,sentence_all
28,0.7222222222222222,0.7530864197530864,0.7906704406704408,0.7058823529411765,0.75,0.6666666666666666,sentence_all
29,0.7222222222222222,0.7407407407407407,0.775855625855626,0.7058823529411765,0.75,0.6666666666666666,sentence_all
30,0.6111111111111112,0.7160493827160493,0.7657967032967035,0.631578947368421,0.6,0.6666666666666666,sentence_all
31,0.5555555555555556,0.7160493827160493,0.7657967032967035,0.6,0.5454545454545454,0.6666666666666666,sentence_all
32,0.6666666666666666,0.7160493827160495,0.7868945868945869,0.6666666666666666,0.6666666666666666,0.6666666666666666,sentence_all
0,0.8333333333333334,0.8888888888888888,0.8829636412969746,0.8235294117647058,0.875,0.7777777777777778,sentence_img
1,0.8333333333333334,0.8888888888888888,0.8829636412969746,0.8235294117647058,0.875,0.7777777777777778,sentence_img
2,0.7777777777777778,0.8641975308641976,0.860614077280744,0.75,0.8571428571428571,0.6666666666666666,sentence_img
3,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_img
4,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_img
5,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_img
6,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_img
7,0.7777777777777778,0.8765432098765433,0.8714165464165464,0.75,0.8571428571428571,0.6666666666666666,sentence_img
8,0.7777777777777778,0.8641975308641976,0.860614077280744,0.75,0.8571428571428571,0.6666666666666666,sentence_img
9,0.7777777777777778,0.8641975308641976,0.860614077280744,0.75,0.8571428571428571,0.6666666666666666,sentence_img
10,0.7777777777777778,0.8765432098765433,0.8828362995029664,0.75,0.8571428571428571,0.6666666666666666,sentence_img
11,0.7777777777777778,0.8765432098765432,0.8845068511735179,0.75,0.8571428571428571,0.6666666666666666,sentence_img
12,0.7222222222222222,0.8641975308641976,0.8790123456790124,0.7058823529411765,0.75,0.6666666666666666,sentence_img
13,0.6666666666666666,0.8518518518518519,0.8671075837742506,0.625,0.7142857142857143,0.5555555555555556,sentence_img
14,0.6666666666666666,0.8271604938271605,0.8542648709315377,0.625,0.7142857142857143,0.5555555555555556,sentence_img
15,0.7222222222222222,0.8024691358024691,0.8464217336766358,0.7058823529411765,0.75,0.6666666666666666,sentence_img
16,0.7222222222222222,0.7654320987654322,0.8178182384064738,0.7058823529411765,0.75,0.6666666666666666,sentence_img
17,0.7222222222222222,0.8024691358024691,0.8562982768865122,0.7058823529411765,0.75,0.6666666666666666,sentence_img
18,0.7222222222222222,0.7777777777777778,0.8310457516339869,0.7058823529411765,0.75,0.6666666666666666,sentence_img
19,0.7222222222222222,0.8148148148148149,0.8456228956228957,0.7058823529411765,0.75,0.6666666666666666,sentence_img
20,0.6666666666666666,0.7901234567901235,0.8244047619047619,0.6666666666666666,0.6666666666666666,0.6666666666666666,sentence_img
21,0.7222222222222222,0.7901234567901234,0.8157305657305658,0.7058823529411765,0.75,0.6666666666666666,sentence_img
22,0.7222222222222222,0.8024691358024691,0.8243725410392078,0.7058823529411765,0.75,0.6666666666666666,sentence_img
23,0.6666666666666666,0.7654320987654322,0.7994005994005995,0.625,0.7142857142857143,0.5555555555555556,sentence_img
24,0.7222222222222222,0.7654320987654322,0.8027676027676027,0.7058823529411765,0.75,0.6666666666666666,sentence_img
25,0.7222222222222222,0.7530864197530864,0.7895400895400897,0.7058823529411765,0.75,0.6666666666666666,sentence_img
26,0.7222222222222222,0.7407407407407407,0.7747252747252749,0.7058823529411765,0.75,0.6666666666666666,sentence_img
27,0.7222222222222222,0.7407407407407407,0.775855625855626,0.7058823529411765,0.75,0.6666666666666666,sentence_img
28,0.7222222222222222,0.7407407407407407,0.775855625855626,0.7058823529411765,0.75,0.6666666666666666,sentence_img
