,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer,task,target
0,0.898989898989899,0.9665306122448979,0.9696418268571846,0.8958333333333334,0.9148936170212766,0.8775510204081632,sentence_all,0,['color'],['blue']
1,0.8787878787878788,0.9644897959183674,0.9673947920062194,0.8775510204081632,0.8775510204081632,0.8775510204081632,sentence_all,1,['color'],['blue']
2,0.8888888888888888,0.9628571428571429,0.9660134515446525,0.8888888888888888,0.88,0.8979591836734694,sentence_all,2,['color'],['blue']
3,0.898989898989899,0.966530612244898,0.9697980697290529,0.8958333333333334,0.9148936170212766,0.8775510204081632,sentence_all,3,['color'],['blue']
4,0.9090909090909091,0.9677551020408163,0.9713976021512464,0.9052631578947369,0.9347826086956522,0.8775510204081632,sentence_all,4,['color'],['blue']
5,0.9191919191919192,0.9677551020408164,0.9723938996062331,0.9148936170212766,0.9555555555555556,0.8775510204081632,sentence_all,5,['color'],['blue']
6,0.9090909090909091,0.9685714285714286,0.9735964478969024,0.9052631578947369,0.9347826086956522,0.8775510204081632,sentence_all,6,['color'],['blue']
7,0.9292929292929293,0.9673469387755101,0.9726758932297129,0.9263157894736842,0.9565217391304348,0.8979591836734694,sentence_all,7,['color'],['blue']
8,0.898989898989899,0.963265306122449,0.9700689629703606,0.8936170212765957,0.9333333333333333,0.8571428571428571,sentence_all,8,['color'],['blue']
9,0.8888888888888888,0.9583673469387755,0.9664846700579022,0.8865979381443299,0.8958333333333334,0.8775510204081632,sentence_all,9,['color'],['blue']
10,0.8686868686868687,0.9555102040816328,0.9654696662371792,0.865979381443299,0.875,0.8571428571428571,sentence_all,10,['color'],['blue']
11,0.8686868686868687,0.9546938775510204,0.9652958815354882,0.865979381443299,0.875,0.8571428571428571,sentence_all,11,['color'],['blue']
12,0.8686868686868687,0.9457142857142856,0.9587272918725188,0.865979381443299,0.875,0.8571428571428571,sentence_all,12,['color'],['blue']
13,0.8787878787878788,0.9444897959183673,0.9577729669638377,0.875,0.8936170212765957,0.8571428571428571,sentence_all,13,['color'],['blue']
14,0.8484848484848485,0.9416326530612245,0.9531636231345146,0.8421052631578947,0.8695652173913043,0.8163265306122449,sentence_all,14,['color'],['blue']
15,0.8888888888888888,0.9514285714285714,0.9604005384998016,0.8817204301075269,0.9318181818181818,0.8367346938775511,sentence_all,15,['color'],['blue']
16,0.8787878787878788,0.9591836734693877,0.9671282961489828,0.875,0.8936170212765957,0.8571428571428571,sentence_all,16,['color'],['blue']
17,0.8888888888888888,0.9653061224489796,0.9701699634011494,0.8842105263157894,0.9130434782608695,0.8571428571428571,sentence_all,17,['color'],['blue']
18,0.8686868686868687,0.9673469387755101,0.9713343293215825,0.865979381443299,0.875,0.8571428571428571,sentence_all,18,['color'],['blue']
19,0.8686868686868687,0.9714285714285714,0.9737969073628743,0.865979381443299,0.875,0.8571428571428571,sentence_all,19,['color'],['blue']
20,0.8888888888888888,0.9681632653061224,0.9692334513520361,0.8865979381443299,0.8958333333333334,0.8775510204081632,sentence_all,20,['color'],['blue']
21,0.898989898989899,0.9722448979591837,0.972717107191833,0.8979591836734694,0.8979591836734694,0.8979591836734694,sentence_all,21,['color'],['blue']
22,0.9090909090909091,0.9787755102040816,0.9798645271185622,0.9072164948453608,0.9166666666666666,0.8979591836734694,sentence_all,22,['color'],['blue']
23,0.9090909090909091,0.9791836734693877,0.9793077568145092,0.9052631578947369,0.9347826086956522,0.8775510204081632,sentence_all,23,['color'],['blue']
24,0.9191919191919192,0.9808163265306122,0.9807053990752681,0.9166666666666666,0.9361702127659575,0.8979591836734694,sentence_all,24,['color'],['blue']
25,0.898989898989899,0.9816326530612245,0.9819292552231782,0.8958333333333334,0.9148936170212766,0.8775510204081632,sentence_all,25,['color'],['blue']
26,0.9393939393939394,0.9840816326530613,0.9838420020538745,0.9375,0.9574468085106383,0.9183673469387755,sentence_all,26,['color'],['blue']
27,0.9191919191919192,0.9861224489795919,0.9853125777252734,0.9148936170212766,0.9555555555555556,0.8775510204081632,sentence_all,27,['color'],['blue']
28,0.9191919191919192,0.9857142857142858,0.984966187991986,0.9148936170212766,0.9555555555555556,0.8775510204081632,sentence_all,28,['color'],['blue']
29,0.9292929292929293,0.9861224489795919,0.9846462294183724,0.9263157894736842,0.9565217391304348,0.8979591836734694,sentence_all,29,['color'],['blue']
30,0.9393939393939394,0.9853061224489796,0.9848297109875341,0.9375,0.9574468085106383,0.9183673469387755,sentence_all,30,['color'],['blue']
31,0.9393939393939394,0.9873469387755102,0.9867687123842384,0.9375,0.9574468085106383,0.9183673469387755,sentence_all,31,['color'],['blue']
32,0.9191919191919192,0.9836734693877551,0.9842366362782292,0.9166666666666666,0.9361702127659575,0.8979591836734694,sentence_all,32,['color'],['blue']
0,0.9191919191919192,0.9677551020408163,0.9709300257013583,0.9166666666666666,0.9361702127659575,0.8979591836734694,sentence_img,0,['color'],['blue']
1,0.9191919191919192,0.9677551020408163,0.971106206110097,0.9166666666666666,0.9361702127659575,0.8979591836734694,sentence_img,1,['color'],['blue']
2,0.9090909090909091,0.966938775510204,0.9700976842922375,0.9072164948453608,0.9166666666666666,0.8979591836734694,sentence_img,2,['color'],['blue']
3,0.898989898989899,0.9693877551020408,0.9726359139055503,0.8958333333333334,0.9148936170212766,0.8775510204081632,sentence_img,3,['color'],['blue']
4,0.9191919191919192,0.9693877551020408,0.973201168352,0.9148936170212766,0.9555555555555556,0.8775510204081632,sentence_img,4,['color'],['blue']
5,0.9292929292929293,0.970204081632653,0.9744083884187914,0.9247311827956989,0.9772727272727273,0.8775510204081632,sentence_img,5,['color'],['blue']
6,0.9292929292929293,0.9730612244897959,0.9777243760668115,0.9247311827956989,0.9772727272727273,0.8775510204081632,sentence_img,6,['color'],['blue']
7,0.9393939393939394,0.9689795918367347,0.9742693328766758,0.9361702127659575,0.9777777777777777,0.8979591836734694,sentence_img,7,['color'],['blue']
8,0.898989898989899,0.9681632653061224,0.9743492456410234,0.8936170212765957,0.9333333333333333,0.8571428571428571,sentence_img,8,['color'],['blue']
9,0.8888888888888888,0.963265306122449,0.9698686330323469,0.8865979381443299,0.8958333333333334,0.8775510204081632,sentence_img,9,['color'],['blue']
10,0.8787878787878788,0.9575510204081633,0.9670679603041412,0.875,0.8936170212765957,0.8571428571428571,sentence_img,10,['color'],['blue']
11,0.8787878787878788,0.9563265306122448,0.9673341739042596,0.875,0.8936170212765957,0.8571428571428571,sentence_img,11,['color'],['blue']
