,accuracy,auroc,auprc,f1,precision,recall,embedding_level
0,0.8913043478260869,0.9565217391304348,0.9578135755252458,0.8979591836734694,0.8461538461538461,0.9565217391304348,sentence_all
1,0.8913043478260869,0.9565217391304348,0.9578135755252458,0.8979591836734694,0.8461538461538461,0.9565217391304348,sentence_all
2,0.8913043478260869,0.9565217391304348,0.9578135755252458,0.8979591836734694,0.8461538461538461,0.9565217391304348,sentence_all
3,0.8913043478260869,0.9621928166351607,0.9638223391999134,0.8979591836734694,0.8461538461538461,0.9565217391304348,sentence_all
4,0.8913043478260869,0.9640831758034026,0.9657892129059176,0.8979591836734694,0.8461538461538461,0.9565217391304348,sentence_all
5,0.8695652173913043,0.9697542533081285,0.9713017102804187,0.875,0.84,0.9130434782608695,sentence_all
6,0.8695652173913043,0.9754253308128544,0.9765564586826151,0.875,0.84,0.9130434782608695,sentence_all
7,0.8695652173913043,0.9716446124763705,0.9727074091813916,0.875,0.84,0.9130434782608695,sentence_all
8,0.8695652173913043,0.9754253308128544,0.9769626124068466,0.875,0.84,0.9130434782608695,sentence_all
9,0.9130434782608695,0.9754253308128544,0.9761458547937503,0.9166666666666666,0.88,0.9565217391304348,sentence_all
10,0.9130434782608695,0.9754253308128544,0.9764673106071969,0.9166666666666666,0.88,0.9565217391304348,sentence_all
11,0.9130434782608695,0.9867674858223062,0.9883413848631238,0.9166666666666666,0.88,0.9565217391304348,sentence_all
12,0.9130434782608695,0.9848771266540643,0.9858889098019531,0.9166666666666666,0.88,0.9565217391304348,sentence_all
13,0.9130434782608695,0.9810964083175804,0.9819105630069711,0.9166666666666666,0.88,0.9565217391304348,sentence_all
14,0.9130434782608695,0.9829867674858224,0.9848321181024393,0.9166666666666666,0.88,0.9565217391304348,sentence_all
15,0.9130434782608695,0.994328922495274,0.9949832775919731,0.9166666666666666,0.88,0.9565217391304348,sentence_all
16,0.9130434782608695,0.994328922495274,0.9949832775919731,0.9166666666666666,0.88,0.9565217391304348,sentence_all
17,0.9347826086956522,0.9962192816635161,0.9965217391304346,0.9387755102040817,0.8846153846153846,1.0,sentence_all
18,0.9565217391304348,1.0,0.9999999999999998,0.9583333333333334,0.92,1.0,sentence_all
19,0.9782608695652174,1.0,0.9999999999999998,0.9787234042553191,0.9583333333333334,1.0,sentence_all
20,0.9782608695652174,1.0,0.9999999999999998,0.9787234042553191,0.9583333333333334,1.0,sentence_all
21,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
22,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
23,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
24,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
25,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
26,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
27,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
28,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
29,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
30,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
31,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,sentence_all
32,0.9782608695652174,1.0,0.9999999999999998,0.9777777777777777,1.0,0.9565217391304348,sentence_all
0,0.9130434782608695,0.9886578449905482,0.9896921324142495,0.92,0.8518518518518519,1.0,sentence_img
1,0.9130434782608695,0.9886578449905482,0.9896921324142495,0.92,0.8518518518518519,1.0,sentence_img
2,0.9130434782608695,0.9943289224952742,0.9946313799621926,0.92,0.8518518518518519,1.0,sentence_img
3,0.9130434782608695,1.0,0.9999999999999998,0.92,0.8518518518518519,1.0,sentence_img
4,0.9130434782608695,1.0,0.9999999999999998,0.92,0.8518518518518519,1.0,sentence_img
