,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,contains,Mean over
0,18.54539,31.656794,35.93651,33.933334,34.067528,33.02606,31.953062,32.030357,31.934225,33.05878,32.8726,33.45267,35.297195,36.82464,37.230156,38.532494,39.61817,5.698845,5.93961,6.3345222,7.217429,7.940019,8.590002,9.796357,12.279629,15.025768,16.4461,20.090338,22.916903,27.079569,31.097668,34.754402,38.23151,42.449043,45.982235,49.15107,54.770584,both img and text,Img tokens
1,20.247965,32.75407,36.106003,33.81913,33.925682,32.72871,31.394188,31.54075,31.182127,32.001602,31.58691,32.62754,34.259384,35.987637,36.295364,37.72205,38.899437,3.2898977,3.3744094,3.5388403,3.9943018,4.3260326,4.6014853,5.3446264,6.7308397,8.312366,9.186832,11.601297,13.602832,16.900608,20.719963,25.180077,29.960583,34.937992,39.064262,47.651447,55.588047,both img and text,Img tokens
2,20.507093,33.462475,37.774185,36.099987,36.31744,35.28456,34.01657,34.104176,33.627724,34.590187,34.21753,34.30354,35.63897,37.084286,37.37326,38.186718,39.21457,20.380005,21.448402,23.09374,24.57424,26.478935,27.954502,28.360199,31.993408,34.279625,35.49051,37.79023,39.001587,40.447006,41.775627,40.975365,42.41153,44.86331,47.384197,46.91662,54.021446,both img and text,Img tokens
3,19.663128,32.374535,34.329697,32.69522,32.801376,31.60331,30.217018,30.389433,30.055305,31.345772,31.201038,32.158665,34.023872,35.861717,36.244606,37.371174,38.55249,9.365103,9.701567,10.453471,11.833288,12.883898,13.893414,15.433703,19.101086,22.420498,24.054546,27.710754,30.280142,33.576427,36.4917,37.22441,40.102825,43.73549,47.14386,47.729015,54.51932,both img and text,Img tokens
4,21.037401,33.958584,37.193966,36.020153,36.0382,34.766876,33.44511,33.41871,33.015972,33.915684,33.877014,34.40399,36.255234,37.827427,38.21115,39.29322,40.299347,4.0922284,4.2248845,4.5047455,5.111861,5.564988,5.9933147,6.882543,8.824801,10.999144,12.074034,14.858182,17.416214,21.38803,25.98106,29.986391,34.5224,39.208977,43.022583,46.32012,54.039875,both img and text,Img tokens
5,20.919472,33.477364,37.251564,35.699295,35.843742,34.768124,33.602562,33.704613,33.490025,34.65036,34.475395,35.108097,36.550064,37.871204,38.056484,39.112686,40.31807,10.008774,10.433283,11.276686,12.588642,13.682292,14.732877,16.303953,20.279982,23.79035,25.439075,28.952078,31.364218,34.586395,37.862625,39.95888,40.966427,44.322617,47.437977,48.332623,54.015007,both img and text,Img tokens
6,20.945194,33.108204,36.513638,34.6922,34.719982,33.614834,32.36026,32.262806,31.869787,32.867584,32.780304,33.478138,35.261787,36.860527,37.168163,38.612698,39.31372,38.386517,39.701195,41.541775,39.838776,40.638447,41.602543,39.089203,40.631596,41.449997,42.371185,43.150024,43.665146,43.703323,43.31793,42.5994,41.204063,43.68731,46.55548,46.68115,53.900623,both img and text,Img tokens
7,20.21512,33.29649,36.926613,34.608616,34.890327,34.155922,33.291065,33.472626,33.318825,34.543755,34.09905,34.429344,35.336155,36.82059,36.92799,37.962086,38.919598,9.105762,9.549573,10.335619,11.686417,12.83754,13.843993,15.464401,19.236063,22.55099,24.103243,27.739857,30.475863,33.92348,37.278786,39.43563,42.251827,45.462368,48.86917,49.222992,57.73444,both img and text,Img tokens
8,21.439703,33.46139,36.35858,35.184235,35.16411,33.94603,32.529045,32.783813,32.29788,33.226395,33.05785,33.59075,35.314003,36.8695,37.152622,38.26041,39.18042,4.3394623,4.474523,4.735008,5.40947,5.8717318,6.3083625,7.295924,9.206356,11.523744,12.607649,15.639489,18.26054,22.070742,26.203001,29.710775,34.198578,38.34434,42.180847,46.16664,52.29143,both img and text,Img tokens
9,19.304314,32.561558,36.382656,34.822834,34.82617,33.668694,32.39302,32.467148,32.204018,33.518192,33.396782,33.887856,35.76454,37.187656,37.490482,38.41499,39.249947,38.303204,39.319046,40.93045,39.549713,40.24815,41.26651,38.519035,40.374825,40.697803,41.631794,42.45375,42.5504,42.69813,43.457867,42.17913,42.906227,45.248047,48.130688,48.97891,54.16035,both img and text,Img tokens
0,31.02235,56.859516,74.316605,75.865166,71.61842,69.01642,83.011024,112.985245,128.22298,124.34945,112.17454,100.2043,106.731026,112.82647,114.35224,115.43491,121.428825,119.04442,116.76215,114.172554,118.438126,128.87744,119.9535,122.36359,119.82424,123.16222,110.15553,112.74415,114.13179,122.65415,129.82013,135.37073,141.28592,128.60641,108.494644,92.33445,12.100194,both img and text,Text tokens
