,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Mean over
0,72.953804,83.87703,85.4387,92.707245,99.022,104.8899,105.66569,105.30354,117.505005,124.32799,119.262474,120.53006,131.09238,131.89034,135.91385,138.22575,138.11534,147.50761,152.58931,150.59248,148.478,146.32161,143.53932,144.98251,142.34875,144.85466,157.65492,171.842,124.65293,All tokens
1,9.914303,47.266026,57.69803,75.56625,49.893387,49.03848,57.286594,65.59239,74.47024,79.338806,80.06442,80.18932,83.91391,84.80778,85.357346,89.552864,88.7722,92.18478,95.25441,92.357254,93.605896,97.72269,96.164795,100.65633,101.17376,94.820724,100.50597,88.01616,48.07738,All tokens
2,79.61337,91.97912,91.84053,99.9743,107.32261,105.74195,105.3848,110.60634,124.71174,130.28275,133.32909,132.78952,142.5634,144.6618,147.90039,149.67514,148.39766,157.0513,159.99748,157.43864,154.3035,152.51758,147.59619,152.14204,150.25078,156.69463,170.83432,187.19968,126.31154,All tokens
3,51.984886,70.43812,76.399284,85.010826,92.633804,97.079895,97.93852,99.2006,108.529106,114.30449,105.067245,105.83285,111.55147,114.959114,117.30045,123.596504,119.88796,127.37744,133.6323,128.58281,125.207726,127.37319,128.12292,133.90895,131.127,139.68404,144.47678,145.01056,82.41897,All tokens
4,15.392462,38.307343,47.91113,63.860134,46.734688,47.239483,52.61488,60.31111,72.49364,77.77587,80.14181,80.40259,85.76676,84.77664,87.46883,91.703705,91.323715,95.489845,97.236115,97.592026,100.156334,105.46263,104.94622,109.6653,106.90583,99.128204,105.68953,93.92676,58.16706,All tokens
5,24.9451,49.92772,58.33733,70.57714,58.041744,57.46566,64.174675,69.46939,75.07135,78.490974,79.82206,79.97819,85.27939,85.876884,85.710014,90.0331,88.65773,93.667336,96.62491,93.159904,93.461845,96.08587,93.67525,96.94658,93.297714,88.15662,94.54943,87.42876,55.710033,All tokens
6,10.779559,47.111702,57.404697,73.59593,35.65094,35.241886,40.699455,48.744,60.054756,65.975494,68.59872,69.18694,73.841286,74.1544,75.67173,80.296196,80.87512,84.62002,87.0943,86.224884,89.059105,93.90893,94.34938,99.132324,97.74287,92.67731,96.394295,82.25008,41.54027,All tokens
7,21.001299,39.357246,44.65933,54.581825,36.61316,35.628235,39.021725,44.712654,53.582172,58.678894,61.370926,63.466927,68.37857,68.61753,72.56169,76.45763,77.91396,81.58432,82.65141,84.29462,86.751434,89.7832,88.98966,95.20311,91.7635,88.311874,92.45794,83.762,49.5441,All tokens
8,48.842403,70.84553,78.01739,87.70777,96.67026,101.408646,102.76643,104.10754,113.57847,119.35896,109.25938,109.90732,115.88372,119.006165,121.17422,127.4261,123.680824,131.22821,137.6028,132.23657,128.07486,130.49982,129.05714,134.40376,131.32686,138.78404,143.54643,141.8335,80.16012,All tokens
9,30.349703,63.495983,74.232346,84.208855,66.22831,67.54154,75.362724,81.07567,88.48502,93.66672,91.45173,91.34157,96.256096,96.02568,96.52681,99.86397,99.5844,103.70215,106.802155,102.49223,100.69007,101.58529,97.59821,98.72216,98.78375,93.27374,99.96015,94.2603,58.7448,All tokens
