,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer,k
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_all,28,1
0,0.85,0.9525,0.9627689942907334,0.8235294117647058,1.0,0.7,sentence_img,0,1
1,0.875,0.9575,0.9622880898770992,0.8648648648648649,0.9411764705882353,0.8,sentence_img,7,1
2,0.875,0.955,0.9545631065271158,0.8780487804878049,0.8571428571428571,0.9,sentence_img,14,1
3,1.0,1.0,1.0,1.0,1.0,1.0,sentence_img,21,1
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_img,28,1
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,1
1,0.675,0.7424999999999999,0.7868761821821817,0.6829268292682927,0.6666666666666666,0.7,sentence_text,7,1
2,0.975,0.98,0.9857142857142858,0.9743589743589743,1.0,0.95,sentence_text,14,1
3,0.95,0.99,0.9916666666666666,0.95,0.95,0.95,sentence_text,21,1
4,0.95,0.9924999999999999,0.9934782608695651,0.95,0.95,0.95,sentence_text,28,1
0,0.525,0.6375,0.6527355583195146,0.45714285714285713,0.5333333333333333,0.4,token_all,0,1
1,0.525,0.63,0.6474213883498139,0.45714285714285713,0.5333333333333333,0.4,token_all,7,1
2,0.525,0.635,0.6522573699985843,0.45714285714285713,0.5333333333333333,0.4,token_all,14,1
3,0.525,0.66,0.6833186733434191,0.45714285714285713,0.5333333333333333,0.4,token_all,21,1
4,0.6,0.6975,0.7171668468407599,0.5555555555555556,0.625,0.5,token_all,28,1
0,0.525,0.6375,0.6527355583195146,0.45714285714285713,0.5333333333333333,0.4,token_img,0,1
1,0.525,0.63,0.6474213883498139,0.45714285714285713,0.5333333333333333,0.4,token_img,7,1
2,0.525,0.6325,0.6514637192049335,0.45714285714285713,0.5333333333333333,0.4,token_img,14,1
3,0.525,0.655,0.6812020607095651,0.45714285714285713,0.5333333333333333,0.4,token_img,21,1
4,0.575,0.68,0.7040165523882875,0.5142857142857142,0.6,0.45,token_img,28,1
0,0.5,0.5,0.5,0.0,0.0,0.0,token_text,0,1
1,0.5,0.5,0.5,0.0,0.0,0.0,token_text,7,1
2,0.95,0.97,0.98125,0.95,0.95,0.95,token_text,14,1
3,0.9,0.945,0.9618326118326117,0.9047619047619048,0.8636363636363636,0.95,token_text,21,1
4,0.675,0.7625000000000001,0.7618575659339389,0.6976744186046512,0.6521739130434783,0.75,token_text,28,1
0,0.9,0.9525,0.9674432497013142,0.9,0.9,0.9,sentence_all,0,2
1,0.875,0.95,0.9660919540229884,0.8780487804878049,0.8571428571428571,0.9,sentence_all,7,2
2,0.875,0.95,0.9620940170940171,0.8717948717948718,0.8947368421052632,0.85,sentence_all,14,2
3,0.975,1.0,1.0,0.9743589743589743,1.0,0.95,sentence_all,21,2
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_all,28,2
0,0.9,0.9575,0.9702580645161291,0.9,0.9,0.9,sentence_img,0,2
1,0.875,0.9525,0.9672619047619048,0.8780487804878049,0.8571428571428571,0.9,sentence_img,7,2
2,0.875,0.9500000000000002,0.9611005852385163,0.8717948717948718,0.8947368421052632,0.85,sentence_img,14,2
3,0.975,1.0,1.0,0.9743589743589743,1.0,0.95,sentence_img,21,2
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_img,28,2
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,2
1,0.625,0.7375,0.7578257174645932,0.6666666666666666,0.6,0.75,sentence_text,7,2
2,0.975,0.98,0.9857142857142858,0.9743589743589743,1.0,0.95,sentence_text,14,2
3,0.975,0.99,0.9916666666666666,0.9743589743589743,1.0,0.95,sentence_text,21,2
4,0.975,0.99,0.9916666666666666,0.9743589743589743,1.0,0.95,sentence_text,28,2
0,0.4,0.44999999999999996,0.5928589942751813,0.45454545454545453,0.4166666666666667,0.5,token_all,0,2
1,0.4,0.445,0.5914603928765799,0.45454545454545453,0.4166666666666667,0.5,token_all,7,2
2,0.375,0.44,0.5769961071622942,0.4186046511627907,0.391304347826087,0.45,token_all,14,2
3,0.4,0.445,0.5283319460545848,0.45454545454545453,0.4166666666666667,0.5,token_all,21,2
4,0.425,0.455,0.551688717717808,0.4888888888888889,0.44,0.55,token_all,28,2
0,0.4,0.44999999999999996,0.5928589942751813,0.45454545454545453,0.4166666666666667,0.5,token_img,0,2
1,0.4,0.445,0.5914603928765799,0.45454545454545453,0.4166666666666667,0.5,token_img,7,2
2,0.375,0.4375,0.5747525174187045,0.4186046511627907,0.391304347826087,0.45,token_img,14,2
3,0.4,0.4425,0.527574370297009,0.45454545454545453,0.4166666666666667,0.5,token_img,21,2
4,0.425,0.45,0.5488041023331927,0.4888888888888889,0.44,0.55,token_img,28,2
0,0.5,0.5,0.5,0.0,0.0,0.0,token_text,0,2
1,0.5,0.5,0.5,0.0,0.0,0.0,token_text,7,2
2,0.925,0.9750000000000001,0.9743633063273156,0.926829268292683,0.9047619047619048,0.95,token_text,14,2
3,0.9,0.9524999999999999,0.9691216678058783,0.8947368421052632,0.9444444444444444,0.85,token_text,21,2
4,0.925,0.9399999999999998,0.9530513288311275,0.926829268292683,0.9047619047619048,0.95,token_text,28,2
0,0.95,0.995,0.9954545454545454,0.95,0.95,0.95,sentence_all,0,3
1,0.975,0.9924999999999999,0.9924874686716791,0.975609756097561,0.9523809523809523,1.0,sentence_all,7,3
2,0.9,0.9800000000000001,0.9822169059011163,0.9,0.9,0.9,sentence_all,14,3
3,0.975,1.0,1.0,0.9743589743589743,1.0,0.95,sentence_all,21,3
4,0.975,0.9974999999999999,0.9976190476190476,0.9743589743589743,1.0,0.95,sentence_all,28,3
0,0.95,0.9974999999999999,0.9976190476190476,0.95,0.95,0.95,sentence_img,0,3
1,0.975,0.9924999999999999,0.9924874686716791,0.975609756097561,0.9523809523809523,1.0,sentence_img,7,3
2,0.9,0.9775,0.9805502392344497,0.9,0.9,0.9,sentence_img,14,3
3,0.975,1.0,1.0,0.9743589743589743,1.0,0.95,sentence_img,21,3
4,0.975,0.9974999999999999,0.9976190476190476,0.9743589743589743,1.0,0.95,sentence_img,28,3
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,3
1,0.85,0.905,0.8650381617293381,0.8421052631578947,0.8888888888888888,0.8,sentence_text,7,3
2,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,14,3
3,0.975,1.0,1.0,0.975609756097561,0.9523809523809523,1.0,sentence_text,21,3
4,0.975,1.0,1.0,0.975609756097561,0.9523809523809523,1.0,sentence_text,28,3
0,0.525,0.56,0.6038899794070572,0.5957446808510638,0.5185185185185185,0.7,token_all,0,3
1,0.525,0.565,0.6049782555100393,0.5957446808510638,0.5185185185185185,0.7,token_all,7,3
2,0.55,0.5625,0.6022509827827665,0.6086956521739131,0.5384615384615384,0.7,token_all,14,3
3,0.525,0.5875,0.6182581083797689,0.5957446808510638,0.5185185185185185,0.7,token_all,21,3
4,0.55,0.6074999999999999,0.6417532397905583,0.6086956521739131,0.5384615384615384,0.7,token_all,28,3
0,0.525,0.56,0.6038899794070572,0.5957446808510638,0.5185185185185185,0.7,token_img,0,3
1,0.525,0.565,0.6049782555100393,0.5957446808510638,0.5185185185185185,0.7,token_img,7,3
2,0.55,0.5625,0.6022509827827665,0.6086956521739131,0.5384615384615384,0.7,token_img,14,3
3,0.525,0.5875,0.6182581083797689,0.5957446808510638,0.5185185185185185,0.7,token_img,21,3
4,0.55,0.5974999999999999,0.6154455197328382,0.6086956521739131,0.5384615384615384,0.7,token_img,28,3
0,0.5,0.5,0.5,0.0,0.0,0.0,token_text,0,3
1,0.5,0.5,0.5,0.0,0.0,0.0,token_text,7,3
2,0.875,0.9275,0.9238729861756179,0.8780487804878049,0.8571428571428571,0.9,token_text,14,3
3,0.85,0.955,0.9510334630203556,0.85,0.85,0.85,token_text,21,3
4,0.85,0.9275,0.9239229456884929,0.85,0.85,0.85,token_text,28,3
0,0.775,0.88,0.8959302147128234,0.7804878048780488,0.7619047619047619,0.8,sentence_all,0,4
1,0.775,0.8725,0.8881564551432972,0.7804878048780488,0.7619047619047619,0.8,sentence_all,7,4
2,0.7,0.8574999999999999,0.8916187988746416,0.7142857142857143,0.6818181818181818,0.75,sentence_all,14,4
3,0.9,0.9575,0.9664326414326414,0.8947368421052632,0.9444444444444444,0.85,sentence_all,21,4
4,0.925,0.9750000000000001,0.9779710144927536,0.918918918918919,1.0,0.85,sentence_all,28,4
0,0.775,0.8875000000000001,0.9008654373848882,0.7804878048780488,0.7619047619047619,0.8,sentence_img,0,4
1,0.75,0.875,0.8903494375994376,0.75,0.75,0.75,sentence_img,7,4
2,0.7,0.8525,0.888246894409938,0.7142857142857143,0.6818181818181818,0.75,sentence_img,14,4
3,0.9,0.9525000000000001,0.9623321123321122,0.8947368421052632,0.9444444444444444,0.85,sentence_img,21,4
4,0.9,0.965,0.9706749771967162,0.8947368421052632,0.9444444444444444,0.85,sentence_img,28,4
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,4
1,0.75,0.81,0.7752690693809114,0.7916666666666666,0.6785714285714286,0.95,sentence_text,7,4
2,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,14,4
3,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,21,4
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,28,4
0,0.525,0.6225,0.6635958991460352,0.5128205128205128,0.5263157894736842,0.5,token_all,0,4
1,0.525,0.64,0.6721647672436785,0.5128205128205128,0.5263157894736842,0.5,token_all,7,4
2,0.575,0.62,0.6319093651345612,0.5853658536585366,0.5714285714285714,0.6,token_all,14,4
3,0.6,0.7,0.7350370238335302,0.6,0.6,0.6,token_all,21,4
4,0.675,0.6925,0.7410845663624301,0.6486486486486487,0.7058823529411765,0.6,token_all,28,4
0,0.525,0.6225,0.6635958991460352,0.5128205128205128,0.5263157894736842,0.5,token_img,0,4
1,0.525,0.64,0.6721647672436785,0.5128205128205128,0.5263157894736842,0.5,token_img,7,4
2,0.575,0.62,0.6319093651345612,0.5853658536585366,0.5714285714285714,0.6,token_img,14,4
3,0.6,0.68,0.7190420849822379,0.6,0.6,0.6,token_img,21,4
4,0.65,0.6875000000000001,0.7352865829838016,0.631578947368421,0.6666666666666666,0.6,token_img,28,4
0,0.5,0.5,0.5,0.0,0.0,0.0,token_text,0,4
1,0.5,0.5,0.5,0.0,0.0,0.0,token_text,7,4
2,0.85,0.945,0.9459803479955082,0.8333333333333334,0.9375,0.75,token_text,14,4
3,0.85,0.995,0.9954545454545454,0.8235294117647058,1.0,0.7,token_text,21,4
4,0.725,0.7925,0.8041101998491704,0.7317073170731707,0.7142857142857143,0.75,token_text,28,4
