,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer,k
0,0.875,0.9450000000000001,0.9391010481606457,0.8780487804878049,0.8571428571428571,0.9,sentence_all,0,0
1,0.85,0.955,0.9634289321789322,0.85,0.85,0.85,sentence_all,7,0
2,0.8,0.9075,0.9301457747917569,0.8,0.8,0.8,sentence_all,14,0
3,1.0,1.0,1.0,1.0,1.0,1.0,sentence_all,21,0
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_all,28,0
0,0.875,0.9524999999999999,0.9471247635756654,0.8780487804878049,0.8571428571428571,0.9,sentence_img,0,0
1,0.85,0.9575,0.96620670995671,0.8571428571428571,0.8181818181818182,0.9,sentence_img,7,0
2,0.8,0.9075,0.9308565625025444,0.8,0.8,0.8,sentence_img,14,0
3,1.0,1.0,1.0,1.0,1.0,1.0,sentence_img,21,0
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_img,28,0
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,0
1,0.675,0.7525000000000002,0.819729817296231,0.6666666666666666,0.6842105263157895,0.65,sentence_text,7,0
2,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,14,0
3,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,21,0
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,28,0
0,0.45,0.4475,0.5044497040006357,0.5416666666666666,0.4642857142857143,0.65,token_all,0,0
1,0.45,0.4575,0.5109792613340673,0.5416666666666666,0.4642857142857143,0.65,token_all,7,0
2,0.45,0.47000000000000003,0.5248467827015887,0.5416666666666666,0.4642857142857143,0.65,token_all,14,0
3,0.45,0.45,0.5125189935316943,0.5416666666666666,0.4642857142857143,0.65,token_all,21,0
4,0.5,0.5025,0.5387594100476409,0.5833333333333334,0.5,0.7,token_all,28,0
0,0.45,0.4475,0.5044497040006357,0.5416666666666666,0.4642857142857143,0.65,token_img,0,0
1,0.45,0.4575,0.5109792613340673,0.5416666666666666,0.4642857142857143,0.65,token_img,7,0
2,0.45,0.4675,0.5229237057785119,0.5416666666666666,0.4642857142857143,0.65,token_img,14,0
3,0.45,0.445,0.5100484052964002,0.5416666666666666,0.4642857142857143,0.65,token_img,21,0
4,0.5,0.49750000000000005,0.5368103845603845,0.5833333333333334,0.5,0.7,token_img,28,0
0,0.5,0.5,0.5,0.0,0.0,0.0,token_text,0,0
1,0.5,0.5,0.5,0.0,0.0,0.0,token_text,7,0
2,0.825,0.9475,0.9421063016361003,0.8,0.9333333333333333,0.7,token_text,14,0
3,0.825,0.97,0.9642995250793238,0.8,0.9333333333333333,0.7,token_text,21,0
4,0.775,0.77,0.737181580963839,0.7428571428571429,0.8666666666666667,0.65,token_text,28,0
0,0.85,0.9475,0.9587525490029408,0.8235294117647058,1.0,0.7,sentence_all,0,1
1,0.85,0.9550000000000001,0.960051247771836,0.8333333333333334,0.9375,0.75,sentence_all,7,1
2,0.875,0.9625,0.9624331020286903,0.8780487804878049,0.8571428571428571,0.9,sentence_all,14,1
3,1.0,1.0,1.0,1.0,1.0,1.0,sentence_all,21,1
