,accuracy,auroc,auprc,f1,precision,recall,embedding_level,layer,k
0,0.7,0.76,0.8211111111111111,0.7272727272727273,0.6666666666666666,0.8,sentence_all,0,0
1,0.8,0.76,0.8211111111111111,0.8,0.8,0.8,sentence_all,7,0
2,0.6,0.7200000000000001,0.7416666666666667,0.6666666666666666,0.5714285714285714,0.8,sentence_all,14,0
3,0.9,0.92,0.9266666666666665,0.9090909090909091,0.8333333333333334,1.0,sentence_all,21,0
4,0.9,0.92,0.9266666666666665,0.9090909090909091,0.8333333333333334,1.0,sentence_all,28,0
0,0.7,0.76,0.8211111111111111,0.7272727272727273,0.6666666666666666,0.8,sentence_img,0,0
1,0.8,0.76,0.8211111111111111,0.8,0.8,0.8,sentence_img,7,0
2,0.6,0.76,0.7683333333333333,0.6666666666666666,0.5714285714285714,0.8,sentence_img,14,0
3,0.9,0.92,0.9266666666666665,0.9090909090909091,0.8333333333333334,1.0,sentence_img,21,0
4,0.9,0.92,0.9266666666666665,0.9090909090909091,0.8333333333333334,1.0,sentence_img,28,0
0,0.5,0.5,0.5,0.0,0.0,0.0,sentence_text,0,0
1,0.8,0.76,0.6861904761904761,0.8333333333333334,0.7142857142857143,1.0,sentence_text,7,0
2,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,14,0
3,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,21,0
4,1.0,1.0,1.0,1.0,1.0,1.0,sentence_text,28,0
0,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_all,0,0
1,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_all,7,0
2,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_all,14,0
3,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_all,21,0
4,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_all,28,0
0,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,0,0
1,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,7,0
2,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,14,0
3,0.5,0.6000000000000001,0.6726190476190477,0.5454545454545454,0.5,0.6,token_img,21,0
